no_survey,visit_id,visit_date,checkin_time,checkout_time,checkin_latitude,checkin_longitude,customer_code,customer_name,cluster_name,provinsi_id,provinsi,area_id,area_name,kabupaten_id,kabupaten,sap_code,salesman,salesman_id,distributor_code,distributor_name,id_supervisor,supervisor,product_code,product_name,stock,volume_sales,cost_price,order_date,volume_order,sale_price,kapasitas_jual,kapasitas_gudang,kemasan,brand,brand_group
SRV-20260816-8550,VAtlas-20260816-774,2026-08-16,13:13:00,13:49:00,-0.275070438988056,99.961858588428,CUAtlas-101802-1,Toko Survey 101802 1,Silver,1018,BENGKULU,Fonda,AREA 21 BENGKULU,101802,KOTA BENGKULU,SAP-CUAtlas-101802-1,Salesman J9,SLS-009,SD-1018-01,PT Distributor Bengkulu 01,FondaV-001,Supervisor Y1,PRD-590,Semen TIDAR Premium,213,10,54308,2026-08-11,117,66244,452,207,50 Kg,TIDAR,INTP
SRV-20260816-7754,VAtlas-20260816-491,2026-08-16,15:20:00,15:35:00,-3.78092031225187,132.316734792866,CUAtlas-102501-0,Toko Survey 102501 0,Super Platinum,1025,JAWA TIMUR,Primebase,AREA 51 SURABAYA,102501,KABUPATEN SIDOARJO,SAP-CUAtlas-102501-0,Salesman M64,SLS-064,SD-1025-02,PT Distributor Jawa Timur 02,FondaV-014,Supervisor L14,PRD-660,Semen Monolith Premium,454,29,48667,2026-08-12,60,60701,691,760,50 Kg,Monolith,SIG
SRV-20260816-4718,VAtlas-20260816-420,2026-08-16,14:32:00,14:47:00,-5.44771459753609,127.190754255304,CUAtlas-102201-0,Toko Survey 102201 0,Super Platinum,1022,JAWA BARAT,Omnicore,AREA 35 BOGOR,102201,KABUPATEN BOGOR,SAP-CUAtlas-102201-0,Salesman V73,SLS-073,SD-1022-01,PT Distributor Jawa Barat 01,FondaV-009,Supervisor Q9,PRD-139,Semen TIDAR Standar,391,15,47917,2026-08-11,184,66770,747,841,40 Kg,TIDAR,INTP
SRV-20260816-8812,VAtlas-20260816-702,2026-08-16,16:01:00,16:31:00,0.560652761091388,126.497270609216,CUAtlas-101502-1,Toko Survey 101502 1,Bronze,1015,JAMBI,Monolith,AREA 18 JAMBI,101502,KOTA JAMBI,SAP-CUAtlas-101502-1,Salesman L37,SLS-037,SD-1015-01,PT Distributor Jambi 01,FondaV-020,Supervisor F20,PRD-471,Semen Omnicore Premium,261,26,49226,2026-08-12,194,58978,322,409,50 Kg,Omnicore,SIG
SRV-20260816-7124,VAtlas-20260816-858,2026-08-16,09:54:00,10:14:00,-4.52599098366305,108.531417097128,CUAtlas-103001-4,Toko Survey 103001 4,Silver,1030,KALIMANTAN SELATAN,Atlas,AREA 65 BANJARMASIN,103001,KABUPATEN BANJAR,SAP-CUAtlas-103001-4,Salesman O66,SLS-066,SD-1030-03,PT Distributor Kalimantan Selatan 03,FondaV-005,Supervisor U5,PRD-671,Semen Vanguard Premium,141,29,49635,2026-08-09,148,58253,507,1825,50 Kg,Vanguard,SIG
SRV-20260816-5771,VAtlas-20260816-359,2026-08-16,12:15:00,12:55:00,-2.21983035307187,139.621430003416,CUAtlas-102003-4,Toko Survey 102003 4,Super Platinum,1020,BANTEN,Omnicore,AREA 33 BANTEN,102003,KOTA CILEGON,SAP-CUAtlas-102003-4,Salesman M64,SLS-064,SD-1020-01,PT Distributor Banten 01,FondaV-006,Supervisor T6,PRD-776,Semen TerraBlock Premium,470,47,54287,2026-08-13,104,63384,105,1840,40 Kg,TerraBlock,SIG
SRV-20260816-6275,VAtlas-20260816-414,2026-08-16,09:33:00,10:14:00,-6.62928885079588,124.1087732555,CUAtlas-103601-0,Toko Survey 103601 0,Bronze,1036,SULAWESI TENGAH,Atlas,AREA 81 PALU,103601,KABUPATEN POSO,SAP-CUAtlas-103601-0,Salesman E30,SLS-030,SD-1036-03,PT Distributor Sulawesi Tengah 03,FondaV-014,Supervisor L14,PRD-710,Semen TerraBlock Premium,15,56,47043,2026-08-12,42,58990,439,1467,40 Kg,TerraBlock,SIG
SRV-20260816-2207,VAtlas-20260816-867,2026-08-16,13:56:00,14:13:00,1.22956796803054,114.56834649783,CUAtlas-103401-3,Toko Survey 103401 3,Bronze,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103401,KABUPATEN MAJENE,SAP-CUAtlas-103401-3,Salesman D55,SLS-055,SD-1034-02,PT Distributor Sulawesi Barat 02,FondaV-019,Supervisor G19,PRD-269,Semen Atlas Standar,360,46,50576,2026-08-13,108,64541,941,1159,50 Kg,Atlas,SIG
SRV-20260816-9512,VAtlas-20260816-118,2026-08-16,09:18:00,09:49:00,-8.91877680721487,132.826989015227,CUAtlas-101502-1,Toko Survey 101502 1,Bronze,1015,JAMBI,Monolith,AREA 18 JAMBI,101502,KOTA JAMBI,SAP-CUAtlas-101502-1,Salesman O66,SLS-066,SD-1015-02,PT Distributor Jambi 02,FondaV-010,Supervisor P10,PRD-956,Semen Tecton Standar,71,57,48716,2026-08-13,90,65726,656,1777,40 Kg,Tecton,SIG
SRV-20260817-7503,VAtlas-20260817-684,2026-08-17,09:30:00,10:10:00,1.76543797372147,105.13594240642,CUAtlas-102202-0,Toko Survey 102202 0,Bronze,1022,JAWA BARAT,Omnicore,AREA 35 BOGOR,102202,KOTA BOGOR,SAP-CUAtlas-102202-0,Salesman B53,SLS-053,SD-1022-01,PT Distributor Jawa Barat 01,FondaV-017,Supervisor I17,PRD-511,Semen BINTA Premium,202,76,49234,2026-08-10,76,58627,408,1865,40 Kg,BINTA,INTP
SRV-20260817-4267,VAtlas-20260817-771,2026-08-17,14:45:00,15:25:00,-4.42940122021761,120.804852438963,CUAtlas-102401-0,Toko Survey 102401 0,Platinum,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102401,KABUPATEN SLEMAN,SAP-CUAtlas-102401-0,Salesman U46,SLS-046,SD-1024-03,PT Distributor Di Yogyakarta 03,FondaV-019,Supervisor G19,PRD-302,Semen SANJAYA Standar,488,76,45361,2026-08-10,28,61296,872,600,50 Kg,SANJAYA,INTP
SRV-20260817-3430,VAtlas-20260817-244,2026-08-17,11:53:00,12:37:00,-1.41580333459451,95.1148841767155,CUAtlas-102102-0,Toko Survey 102102 0,Bronze,1021,DKI JAKARTA,Omnicore,AREA 34 JAKARTA,102102,KOTA JAKARTA TIMUR,SAP-CUAtlas-102102-0,Salesman F5,SLS-005,SD-1021-02,PT Distributor Dki Jakarta 02,FondaV-004,Supervisor V4,PRD-959,Semen TerraBlock Standar,224,82,53731,2026-08-15,32,64338,622,599,50 Kg,TerraBlock,SIG
SRV-20260817-4604,VAtlas-20260817-675,2026-08-17,09:01:00,09:17:00,-3.43714738142652,136.273867540419,CUAtlas-101901-1,Toko Survey 101901 1,Platinum,1019,LAMPUNG,Monolith,AREA 29 BANDAR LMPNG,101901,KABUPATEN LAMPUNG SELATAN,SAP-CUAtlas-101901-1,Salesman W48,SLS-048,SD-1019-01,PT Distributor Lampung 01,FondaV-014,Supervisor L14,PRD-732,Semen Kinetiq Premium,453,95,52701,2026-08-13,180,63350,546,1749,50 Kg,Kinetiq,SIG
SRV-20260817-2678,VAtlas-20260817-769,2026-08-17,16:06:00,16:44:00,-4.15955075505231,117.806211455861,CUAtlas-102101-2,Toko Survey 102101 2,Bronze,1021,DKI JAKARTA,Omnicore,AREA 34 JAKARTA,102101,KOTA JAKARTA BARAT,SAP-CUAtlas-102101-2,Salesman G6,SLS-006,SD-1021-02,PT Distributor Dki Jakarta 02,FondaV-008,Supervisor R8,PRD-534,Semen Fonda Standar,340,54,46347,2026-08-13,163,66670,806,806,40 Kg,Fonda,SIG
SRV-20260817-7453,VAtlas-20260817-989,2026-08-17,08:42:00,09:04:00,-9.31065369552238,106.237535235477,CUAtlas-102601-3,Toko Survey 102601 3,Super Platinum,1026,BALI,Primebase,AREA 57 DENPASAR,102601,KABUPATEN BADUNG,SAP-CUAtlas-102601-3,Salesman B27,SLS-027,SD-1026-02,PT Distributor Bali 02,FondaV-009,Supervisor Q9,PRD-233,Semen Omnicore Standar,108,5,45427,2026-08-13,143,69103,267,1125,40 Kg,Omnicore,SIG
SRV-20260817-3905,VAtlas-20260817-126,2026-08-17,16:33:00,16:55:00,-3.45080541027197,111.587284799445,CUAtlas-103203-1,Toko Survey 103203 1,Platinum,1032,KALIMANTAN TIMUR,Atlas,AREA 68 SAMARINDA,103203,KOTA SAMARINDA,SAP-CUAtlas-103203-1,Salesman P93,SLS-093,SD-1032-02,PT Distributor Kalimantan Timur 02,FondaV-010,Supervisor P10,PRD-218,Semen Monolith Premium,183,8,54051,2026-08-14,10,61990,163,1364,40 Kg,Monolith,SIG
SRV-20260817-3438,VAtlas-20260817-676,2026-08-17,11:30:00,12:04:00,-5.50678620168879,114.82403403783,CUAtlas-102303-0,Toko Survey 102303 0,Platinum,1023,JAWA TENGAH,Omnicore,AREA 45 SOLO,102303,KOTA SURAKARTA,SAP-CUAtlas-102303-0,Salesman T45,SLS-045,SD-1023-01,PT Distributor Jawa Tengah 01,FondaV-007,Supervisor S7,PRD-510,Semen Vanguard Standar,165,31,48674,2026-08-15,78,65140,818,248,50 Kg,Vanguard,SIG
SRV-20260817-1611,VAtlas-20260817-914,2026-08-17,16:58:00,17:39:00,-1.86871817520773,132.994677800524,CUAtlas-101702-2,Toko Survey 101702 2,Bronze,1017,KEPULAUAN BANGKA BELITUNG,Omnicore,AREA 28 BANGKA BLTNG,101702,KOTA PANGKAL PINANG,SAP-CUAtlas-101702-2,Salesman T97,SLS-097,SD-1017-01,PT Distributor Kepulauan Bangka Belitung 01,FondaV-007,Supervisor S7,PRD-177,Semen RAJASA Standar,79,98,46762,2026-08-11,144,59790,612,1531,40 Kg,RAJASA,INTP
SRV-20260817-8704,VAtlas-20260817-798,2026-08-17,09:57:00,10:37:00,-2.1499568445407,105.889440626123,CUAtlas-104102-1,Toko Survey 104102 1,Bronze,1041,PAPUA,Atlas,AREA 95 JAYAPURA,104102,KOTA JAYAPURA,SAP-CUAtlas-104102-1,Salesman R95,SLS-095,SD-1041-01,PT Distributor Papua 01,FondaV-019,Supervisor G19,PRD-896,Semen Primebase Premium,400,11,50622,2026-08-13,107,67185,531,1654,50 Kg,Primebase,SIG
SRV-20260817-5403,VAtlas-20260817-170,2026-08-17,10:06:00,10:46:00,-9.70967085100288,123.448942297046,CUAtlas-101403-1,Toko Survey 101403 1,Platinum,1014,KEPULAUAN RIAU,Fonda,AREA 17 KEP. RIAU,101403,KOTA TANJUNG PINANG,SAP-CUAtlas-101403-1,Salesman E56,SLS-056,SD-1014-01,PT Distributor Kepulauan Riau 01,FondaV-004,Supervisor V4,PRD-467,Semen RAJASA Premium,27,85,52996,2026-08-10,183,68951,233,837,40 Kg,RAJASA,INTP
SRV-20260817-9007,VAtlas-20260817-991,2026-08-17,08:08:00,08:35:00,-3.67550617031914,109.83166600361,CUAtlas-101801-2,Toko Survey 101801 2,Silver,1018,BENGKULU,Fonda,AREA 23 LEBONG,101801,KABUPATEN REJANG LEBONG,SAP-CUAtlas-101801-2,Salesman K36,SLS-036,SD-1018-03,PT Distributor Bengkulu 03,FondaV-010,Supervisor P10,PRD-456,Semen TerraBlock Premium,329,81,48038,2026-08-16,139,57047,325,1046,40 Kg,TerraBlock,SIG
SRV-20260817-1089,VAtlas-20260817-434,2026-08-17,15:58:00,16:15:00,1.59548141143512,122.664725010165,CUAtlas-104301-2,Toko Survey 104301 2,Silver,1043,KALIMANTAN UTARA,Atlas,AREA 70 TARAKAN,104301,KABUPATEN BULUNGAN,SAP-CUAtlas-104301-2,Salesman W100,SLS-100,SD-1043-01,PT Distributor Kalimantan Utara 01,FondaV-004,Supervisor V4,PRD-564,Semen Monolith Standar,217,71,47133,2026-08-12,90,67016,687,1299,40 Kg,Monolith,SIG
SRV-20260817-2782,VAtlas-20260817-510,2026-08-17,08:19:00,08:55:00,-1.24722785583648,126.572589447585,CUAtlas-101001-1,Toko Survey 101001 1,Silver,1010,ACEH,Fonda,AREA 01 BANDA ACEH,101001,KABUPATEN ACEH BESAR,SAP-CUAtlas-101001-1,Salesman E4,SLS-004,SD-1010-01,PT Distributor Aceh 01,FondaV-010,Supervisor P10,PRD-279,Semen Primebase Premium,181,74,45240,2026-08-10,124,58837,872,1587,50 Kg,Primebase,SIG
SRV-20260817-8996,VAtlas-20260817-439,2026-08-17,10:09:00,10:28:00,0.920066588440257,98.3785032873211,CUAtlas-103801-3,Toko Survey 103801 3,Platinum,1038,GORONTALO,Atlas,AREA 83 GORONTALO,103801,KABUPATEN GORONTALO,SAP-CUAtlas-103801-3,Salesman Z77,SLS-077,SD-1038-02,PT Distributor Gorontalo 02,FondaV-005,Supervisor U5,PRD-129,Semen GAMA Standar,121,10,50551,2026-08-14,188,59422,256,1825,40 Kg,GAMA,INTP
SRV-20260817-8521,VAtlas-20260817-313,2026-08-17,08:15:00,08:54:00,-2.11203958739222,133.449680739902,CUAtlas-103103-3,Toko Survey 103103 3,Silver,1031,KALIMANTAN TENGAH,Primebase,AREA 62 KOTAWRGN TMR,103103,KABUPATEN KOTAWARINGIN TIMUR,SAP-CUAtlas-103103-3,Salesman Q94,SLS-094,SD-1031-01,PT Distributor Kalimantan Tengah 01,FondaV-020,Supervisor F20,PRD-387,Semen Omnicore Standar,482,69,48257,2026-08-15,86,59379,527,799,50 Kg,Omnicore,SIG
SRV-20260817-3651,VAtlas-20260817-766,2026-08-17,08:20:00,08:52:00,-8.09046690985816,98.7448182640085,CUAtlas-103601-1,Toko Survey 103601 1,Bronze,1036,SULAWESI TENGAH,Atlas,AREA 81 PALU,103601,KABUPATEN POSO,SAP-CUAtlas-103601-1,Salesman E82,SLS-082,SD-1036-03,PT Distributor Sulawesi Tengah 03,FondaV-007,Supervisor S7,PRD-334,Semen Tecton Standar,424,41,53221,2026-08-11,90,67853,845,761,40 Kg,Tecton,SIG
SRV-20260817-1503,VAtlas-20260817-485,2026-08-17,15:10:00,15:38:00,3.65402306112211,113.587197922813,CUAtlas-102201-1,Toko Survey 102201 1,Bronze,1022,JAWA BARAT,Omnicore,AREA 35 BOGOR,102201,KABUPATEN BOGOR,SAP-CUAtlas-102201-1,Salesman L89,SLS-089,SD-1022-01,PT Distributor Jawa Barat 01,FondaV-008,Supervisor R8,PRD-785,Semen RAJASA Standar,495,84,54534,2026-08-13,36,57115,267,848,50 Kg,RAJASA,INTP
SRV-20260817-7607,VAtlas-20260817-149,2026-08-17,12:32:00,13:17:00,-1.1232976330275,99.0067490061757,CUAtlas-102203-3,Toko Survey 102203 3,Platinum,1022,JAWA BARAT,Omnicore,AREA 38 BANDUNG,102203,KOTA BANDUNG,SAP-CUAtlas-102203-3,Salesman M12,SLS-012,SD-1022-03,PT Distributor Jawa Barat 03,FondaV-006,Supervisor T6,PRD-129,Semen TerraBlock Premium,469,60,46321,2026-08-11,72,56425,594,1503,40 Kg,TerraBlock,SIG
SRV-20260817-3144,VAtlas-20260817-776,2026-08-17,09:29:00,10:14:00,-8.21607000987783,116.863297957546,CUAtlas-101301-1,Toko Survey 101301 1,Silver,1013,RIAU,Fonda,AREA 15 KAMPAR,101301,KABUPATEN KAMPAR,SAP-CUAtlas-101301-1,Salesman S70,SLS-070,SD-1013-01,PT Distributor Riau 01,FondaV-009,Supervisor Q9,PRD-181,Semen GAMA Premium,272,82,52249,2026-08-13,191,61186,673,574,50 Kg,GAMA,INTP
SRV-20260818-9607,VAtlas-20260818-608,2026-08-18,09:15:00,09:30:00,-3.17231553989612,117.316527442495,CUAtlas-102503-2,Toko Survey 102503 2,Bronze,1025,JAWA TIMUR,Primebase,AREA 53 MALANG,102503,KOTA MALANG,SAP-CUAtlas-102503-2,Salesman T45,SLS-045,SD-1025-02,PT Distributor Jawa Timur 02,FondaV-012,Supervisor N12,PRD-485,Semen Fonda Premium,415,74,46773,2026-08-13,30,65227,484,1386,50 Kg,Fonda,SIG
SRV-20260818-9514,VAtlas-20260818-301,2026-08-18,14:09:00,14:52:00,3.1494113536407,130.153087481301,CUAtlas-101202-2,Toko Survey 101202 2,Bronze,1012,SUMATERA BARAT,Fonda,AREA 10 PADANG,101202,KOTA PADANG,SAP-CUAtlas-101202-2,Salesman N91,SLS-091,SD-1012-03,PT Distributor Sumatera Barat 03,FondaV-013,Supervisor M13,PRD-743,Semen Fonda Standar,328,88,54396,2026-08-14,200,65184,113,237,50 Kg,Fonda,SIG
SRV-20260818-1034,VAtlas-20260818-404,2026-08-18,15:16:00,15:45:00,-0.133901087922618,138.567532176602,CUAtlas-103401-2,Toko Survey 103401 2,Bronze,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103401,KABUPATEN MAJENE,SAP-CUAtlas-103401-2,Salesman R69,SLS-069,SD-1034-02,PT Distributor Sulawesi Barat 02,FondaV-005,Supervisor U5,PRD-544,Semen Vanguard Standar,470,67,46218,2026-08-12,198,68883,204,862,50 Kg,Vanguard,SIG
SRV-20260818-6868,VAtlas-20260818-946,2026-08-18,14:50:00,15:30:00,-2.50755981554489,127.068591897615,CUAtlas-103502-0,Toko Survey 103502 0,Platinum,1035,SULAWESI TENGGARA,Atlas,AREA 79 KENDARI,103502,KOTA KENDARI,SAP-CUAtlas-103502-0,Salesman H7,SLS-007,SD-1035-01,PT Distributor Sulawesi Tenggara 01,FondaV-008,Supervisor R8,PRD-647,Semen Omnicore Premium,332,20,52231,2026-08-17,129,67916,195,1113,40 Kg,Omnicore,SIG
SRV-20260818-8007,VAtlas-20260818-955,2026-08-18,11:10:00,11:40:00,-9.40536760816015,134.681722060343,CUAtlas-101302-0,Toko Survey 101302 0,Platinum,1013,RIAU,Fonda,AREA 13 PEKANBARU,101302,KOTA PEKANBARU,SAP-CUAtlas-101302-0,Salesman P93,SLS-093,SD-1013-02,PT Distributor Riau 02,FondaV-005,Supervisor U5,PRD-903,Semen TerraBlock Premium,404,25,46678,2026-08-13,176,66939,885,515,40 Kg,TerraBlock,SIG
SRV-20260818-6408,VAtlas-20260818-397,2026-08-18,14:04:00,14:33:00,-9.10270717111343,124.286512311093,CUAtlas-102301-1,Toko Survey 102301 1,Platinum,1023,JAWA TENGAH,Primebase,AREA 42 PURWOKERTO,102301,KABUPATEN BANYUMAS,SAP-CUAtlas-102301-1,Salesman E56,SLS-056,SD-1023-02,PT Distributor Jawa Tengah 02,FondaV-014,Supervisor L14,PRD-946,Semen Kinetiq Premium,266,96,54104,2026-08-17,10,67793,529,1629,50 Kg,Kinetiq,SIG
SRV-20260818-5372,VAtlas-20260818-836,2026-08-18,13:27:00,13:53:00,-1.51789722726363,128.688576881059,CUAtlas-101801-0,Toko Survey 101801 0,Bronze,1018,BENGKULU,Fonda,AREA 23 LEBONG,101801,KABUPATEN REJANG LEBONG,SAP-CUAtlas-101801-0,Salesman X49,SLS-049,SD-1018-02,PT Distributor Bengkulu 02,FondaV-008,Supervisor R8,PRD-915,Semen Atlas Premium,336,73,48206,2026-08-11,146,65997,177,1947,50 Kg,Atlas,SIG
SRV-20260818-2500,VAtlas-20260818-496,2026-08-18,13:37:00,13:56:00,1.62924484927834,106.422970748822,CUAtlas-104302-2,Toko Survey 104302 2,Platinum,1043,KALIMANTAN UTARA,Atlas,AREA 70 TARAKAN,104302,KOTA TARAKAN,SAP-CUAtlas-104302-2,Salesman L89,SLS-089,SD-1043-02,PT Distributor Kalimantan Utara 02,FondaV-012,Supervisor N12,PRD-144,Semen Tecton Premium,362,45,46874,2026-08-11,152,62772,421,1971,50 Kg,Tecton,SIG
SRV-20260818-9518,VAtlas-20260818-779,2026-08-18,10:56:00,11:31:00,-0.449413902645446,125.86612412535,CUAtlas-102202-1,Toko Survey 102202 1,Bronze,1022,JAWA BARAT,Omnicore,AREA 35 BOGOR,102202,KOTA BOGOR,SAP-CUAtlas-102202-1,Salesman B53,SLS-053,SD-1022-01,PT Distributor Jawa Barat 01,FondaV-013,Supervisor M13,PRD-678,Semen GAMA Standar,151,20,46507,2026-08-16,172,59891,737,1836,50 Kg,GAMA,INTP
SRV-20260818-7576,VAtlas-20260818-649,2026-08-18,12:30:00,13:07:00,-5.70090912302058,110.161332218341,CUAtlas-101301-0,Toko Survey 101301 0,Silver,1013,RIAU,Fonda,AREA 15 KAMPAR,101301,KABUPATEN KAMPAR,SAP-CUAtlas-101301-0,Salesman V21,SLS-021,SD-1013-02,PT Distributor Riau 02,FondaV-007,Supervisor S7,PRD-827,Semen TerraBlock Standar,40,9,54062,2026-08-14,62,69385,435,730,40 Kg,TerraBlock,SIG
SRV-20260818-4369,VAtlas-20260818-704,2026-08-18,09:17:00,09:48:00,0.344474288423269,97.2171828602015,CUAtlas-102302-0,Toko Survey 102302 0,Silver,1023,JAWA TENGAH,Omnicore,AREA 43 SEMARANG,102302,KOTA SEMARANG,SAP-CUAtlas-102302-0,Salesman N65,SLS-065,SD-1023-01,PT Distributor Jawa Tengah 01,FondaV-002,Supervisor X2,PRD-247,Semen Monolith Standar,201,87,51383,2026-08-12,173,65653,313,1771,40 Kg,Monolith,SIG
SRV-20260818-1436,VAtlas-20260818-219,2026-08-18,16:41:00,17:08:00,-5.55291747252035,95.566991698056,CUAtlas-103102-3,Toko Survey 103102 3,Bronze,1031,KALIMANTAN TENGAH,Primebase,AREA 63 PALANGKARAYA,103102,KOTA PALANGKA RAYA,SAP-CUAtlas-103102-3,Salesman P67,SLS-067,SD-1031-01,PT Distributor Kalimantan Tengah 01,FondaV-006,Supervisor T6,PRD-352,Semen RAJASA Standar,69,17,52314,2026-08-11,72,60086,352,1575,50 Kg,RAJASA,INTP
SRV-20260818-1767,VAtlas-20260818-864,2026-08-18,15:19:00,16:01:00,-5.476187808658,137.382416427273,CUAtlas-101402-0,Toko Survey 101402 0,Platinum,1014,KEPULAUAN RIAU,Fonda,AREA 16 BATAM,101402,KOTA BATAM,SAP-CUAtlas-101402-0,Salesman V73,SLS-073,SD-1014-03,PT Distributor Kepulauan Riau 03,FondaV-016,Supervisor J16,PRD-681,Semen Primebase Standar,306,81,52286,2026-08-12,160,67642,724,591,40 Kg,Primebase,SIG
SRV-20260818-7113,VAtlas-20260818-978,2026-08-18,11:15:00,11:39:00,-2.78383583391462,127.91684436161,CUAtlas-103901-0,Toko Survey 103901 0,Platinum,1039,MALUKU,Atlas,AREA 92 MALUKU,103901,KABUPATEN MALUKU TENGAH,SAP-CUAtlas-103901-0,Salesman K36,SLS-036,SD-1039-01,PT Distributor Maluku 01,FondaV-016,Supervisor J16,PRD-229,Semen Kinetiq Premium,362,32,53759,2026-08-13,41,56548,324,1900,50 Kg,Kinetiq,SIG
SRV-20260818-1430,VAtlas-20260818-989,2026-08-18,08:52:00,09:21:00,-2.51291163980077,118.917980199556,CUAtlas-103202-2,Toko Survey 103202 2,Bronze,1032,KALIMANTAN TIMUR,Atlas,AREA 67 BALIKPAPAN,103202,KOTA BALIKPAPAN,SAP-CUAtlas-103202-2,Salesman L11,SLS-011,SD-1032-03,PT Distributor Kalimantan Timur 03,FondaV-013,Supervisor M13,PRD-692,Semen Kinetiq Standar,182,71,47658,2026-08-14,24,60393,132,272,50 Kg,Kinetiq,SIG
SRV-20260818-4749,VAtlas-20260818-794,2026-08-18,11:44:00,12:16:00,-9.26657582372789,137.773950105423,CUAtlas-103401-1,Toko Survey 103401 1,Platinum,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103401,KABUPATEN MAJENE,SAP-CUAtlas-103401-1,Salesman M12,SLS-012,SD-1034-03,PT Distributor Sulawesi Barat 03,FondaV-008,Supervisor R8,PRD-768,Semen RAJASA Standar,38,40,52266,2026-08-14,77,69879,609,1719,50 Kg,RAJASA,INTP
SRV-20260818-7855,VAtlas-20260818-252,2026-08-18,12:58:00,13:41:00,0.604055699461268,139.575914168025,CUAtlas-102003-4,Toko Survey 102003 4,Super Platinum,1020,BANTEN,Omnicore,AREA 33 BANTEN,102003,KOTA CILEGON,SAP-CUAtlas-102003-4,Salesman C2,SLS-002,SD-1020-03,PT Distributor Banten 03,FondaV-020,Supervisor F20,PRD-910,Semen Atlas Premium,489,91,51570,2026-08-16,200,64389,877,1438,40 Kg,Atlas,SIG
SRV-20260818-8199,VAtlas-20260818-740,2026-08-18,12:53:00,13:32:00,4.44987059653263,138.180566953249,CUAtlas-104001-3,Toko Survey 104001 3,Bronze,1040,MALUKU UTARA,Atlas,AREA 91 MALUKU UTARA,104001,KABUPATEN HALMAHERA UTARA,SAP-CUAtlas-104001-3,Salesman S18,SLS-018,SD-1040-03,PT Distributor Maluku Utara 03,FondaV-005,Supervisor U5,PRD-614,Semen SANJAYA Standar,490,67,45020,2026-08-17,14,60494,418,1229,50 Kg,SANJAYA,INTP
SRV-20260818-6151,VAtlas-20260818-702,2026-08-18,14:01:00,14:25:00,-3.87771626079982,133.258471367333,CUAtlas-102402-0,Toko Survey 102402 0,Super Platinum,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102402,KOTA YOGYAKARTA,SAP-CUAtlas-102402-0,Salesman D3,SLS-003,SD-1024-03,PT Distributor Di Yogyakarta 03,FondaV-002,Supervisor X2,PRD-280,Semen Omnicore Standar,104,33,46077,2026-08-14,95,69873,893,842,50 Kg,Omnicore,SIG
SRV-20260818-7331,VAtlas-20260818-796,2026-08-18,16:42:00,17:10:00,-4.31336233491045,109.901295688013,CUAtlas-102301-2,Toko Survey 102301 2,Platinum,1023,JAWA TENGAH,Omnicore,AREA 42 PURWOKERTO,102301,KABUPATEN BANYUMAS,SAP-CUAtlas-102301-2,Salesman U98,SLS-098,SD-1023-01,PT Distributor Jawa Tengah 01,FondaV-014,Supervisor L14,PRD-861,Semen TIDAR Premium,34,16,45704,2026-08-14,191,56292,335,1110,50 Kg,TIDAR,INTP
SRV-20260818-7954,VAtlas-20260818-681,2026-08-18,10:23:00,10:38:00,2.08823225094235,135.625832258508,CUAtlas-104002-1,Toko Survey 104002 1,Platinum,1040,MALUKU UTARA,Atlas,AREA 91 MALUKU UTARA,104002,KOTA TERNATE,SAP-CUAtlas-104002-1,Salesman G58,SLS-058,SD-1040-01,PT Distributor Maluku Utara 01,FondaV-010,Supervisor P10,PRD-707,Semen TIDAR Premium,394,53,49967,2026-08-11,23,59950,962,1312,40 Kg,TIDAR,INTP
SRV-20260818-7654,VAtlas-20260818-515,2026-08-18,09:49:00,10:23:00,-3.85444425062586,130.972848960102,CUAtlas-103102-3,Toko Survey 103102 3,Bronze,1031,KALIMANTAN TENGAH,Primebase,AREA 63 PALANGKARAYA,103102,KOTA PALANGKA RAYA,SAP-CUAtlas-103102-3,Salesman Q68,SLS-068,SD-1031-03,PT Distributor Kalimantan Tengah 03,FondaV-004,Supervisor V4,PRD-879,Semen Tecton Premium,45,59,52434,2026-08-11,11,69853,828,758,50 Kg,Tecton,SIG
SRV-20260818-2238,VAtlas-20260818-426,2026-08-18,09:47:00,10:20:00,-5.817275799073,99.9190025592627,CUAtlas-101401-2,Toko Survey 101401 2,Super Platinum,1014,KEPULAUAN RIAU,Fonda,AREA 17 KEP. RIAU,101401,KABUPATEN BINTAN,SAP-CUAtlas-101401-2,Salesman O40,SLS-040,SD-1014-03,PT Distributor Kepulauan Riau 03,FondaV-014,Supervisor L14,PRD-194,Semen Monolith Premium,462,85,45062,2026-08-14,56,59429,127,1945,40 Kg,Monolith,SIG
