soldto,periode,regional,province_desc,target_revenue,total_qty_sellin,avg_price_per_ton,utilisasi_kapasitas,lag_1w_revenue,lag_4w_revenue,rolling_4w_revenue_mean,rolling_4w_revenue_std,total_kapasitas_tonase,jumlah_gudang_distributor,lag_1w_sellout,lag_1w_toko_aktif,lag_1w_sell_through_rate,rolling_4w_str_mean,lag_1w_avg_stock_toko,lag_1w_volume_sales,lag_1w_volume_order,lag_1w_n_toko_surveyed,month,quarter,week_of_year,month_sin,month_cos,week_sin,week_cos
SD-1029-03,2026-09-14,AREA 4,KALIMANTAN BARAT,430948003,406.28999999999996,1060690.6209680126,1.0281137449234843,249114421.0,118308784.0,227446154.5,101171527.93594857,395.18,2,201.92,4.0,0.9079136282412936,0.8946858583383861,0.0,0.0,0.0,0.0,9,3,38,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
SD-1029-03,2026-09-21,AREA 4,KALIMANTAN BARAT,121870770,112.39,1084355.8960444971,1.2472532185935836,430948003.0,356330964.0,305605959.25,109198978.29759131,90.11,1,355.73,8.0,0.8755568466967723,0.8979393501813799,475.0,69.0,46.0,1.0,9,3,39,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
SD-1029-03,2026-09-28,AREA 4,KALIMANTAN BARAT,538627898,460.87,1168719.78282987,1.0858051340368682,121870770.0,186030449.0,246990910.75,133186521.59400344,424.45,2,102.37,5.0,0.9108460796471145,0.8965467771871457,0.0,0.0,0.0,0.0,9,3,40,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232
SD-1029-03,2026-10-05,AREA 4,KALIMANTAN BARAT,158124778,130.32999999999998,1213264.5274868007,1.0629637824839913,538627898.0,249114421.0,335140273.0,185715429.9621569,122.61,1,403.92,9.0,0.8764293428422475,0.892686474356857,0.0,0.0,0.0,0.0,10,4,41,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
SD-1029-03,2026-10-19,AREA 4,KALIMANTAN BARAT,451810476,399.67,1130458.7902404787,0.9999999749793587,158124778.0,430948003.0,312392862.25,204397425.17339325,399.67,2,123.29,2.0,0.9459832006458069,0.9022038674579853,455.0,77.0,160.0,1.0,10,4,43,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
SD-1029-03,2026-10-26,AREA 4,KALIMANTAN BARAT,58684113,51.19,1146397.763938706,1.1748907103762425,451810476.0,121870770.0,317608480.5,208652870.5634565,43.57,1,348.04,7.0,0.8708184034123552,0.9010192566368811,0.0,0.0,0.0,0.0,10,4,44,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548
SD-1029-03,2026-11-02,AREA 4,KALIMANTAN BARAT,107031963,97.33,1099681.0028068423,1.170675827438558,58684113.0,538627898.0,301811816.25,229737893.80574256,83.14,2,46.980000000000004,6.0,0.9177571952027359,0.9027470355257864,0.0,0.0,0.0,0.0,11,4,45,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
SD-1029-03,2026-11-09,AREA 4,KALIMANTAN BARAT,114109849,96.72,1179795.6699963121,1.12347530218663,107031963.0,158124778.0,193912832.5,176660759.11232966,86.09,1,88.26,5.0,0.9068117839502945,0.9103426458027981,400.5,67.0,332.0,2.0,11,4,46,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
SD-1029-03,2026-11-16,AREA 4,KALIMANTAN BARAT,640425069,588.03,1089102.6956260276,1.0415906289683707,114109849.0,451810476.0,182909100.25,180951627.29978535,564.55,2,83.99,3.0,0.8683828713417212,0.8909425634767767,249.5,137.0,403.0,2.0,11,4,47,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
SD-1029-03,2026-11-23,AREA 4,KALIMANTAN BARAT,372547527,326.31,1141698.1262695559,1.1269945041446952,640425069.0,58684113.0,230062748.5,274681342.57425797,289.53999999999996,2,533.64,9.0,0.9075047037140163,0.900114138552192,324.5,60.0,325.0,2.0,11,4,48,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321
SD-1029-03,2026-11-30,AREA 4,KALIMANTAN BARAT,168130534,134.82999999999998,1246981.5436489251,0.9999999258325353,372547527.0,107031963.0,308528602.0,253412203.4759501,134.82999999999998,2,310.32,6.0,0.9509974885539062,0.9084242118899846,170.66666666666666,187.0,366.0,3.0,11,4,49,-0.5000000000000004,0.8660254037844384,-0.35460488704253595,0.9350162426854147
SD-1029-03,2026-12-07,AREA 4,KALIMANTAN BARAT,104041383,85.48,1217142.850123672,1.0966002441821368,168130534.0,114109849.0,323803244.75,238628510.26709893,77.95,1,127.67,4.0,0.9468960211454409,0.9184452711887712,366.25,209.0,360.0,4.0,12,4,50,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
SD-1029-03,2026-12-14,AREA 4,KALIMANTAN BARAT,380159751,333.14,1141141.0805925115,1.052874401792788,104041383.0,640425069.0,321286128.25,241612161.5962564,316.40999999999997,2,77.82,3.0,0.9103882884431107,0.9289466254641185,146.0,188.0,105.0,2.0,12,4,51,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054
SD-1029-03,2026-12-21,AREA 4,KALIMANTAN BARAT,352572278,295.39,1193582.2677280116,1.0565112823594804,380159751.0,372547527.0,256219798.75,141198726.27838343,279.59000000000003,2,287.94,9.0,0.8643212804130013,0.9181507696388648,128.5,37.0,145.0,2.0,12,4,52,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0
SD-1029-03,2026-12-28,AREA 4,KALIMANTAN BARAT,143356066,117.71,1217874.8944121236,0.9999999150454578,352572278.0,168130534.0,251225986.5,135969540.90601367,117.71,1,271.81,6.0,0.9201732990225364,0.9104447222560224,292.0,37.0,171.0,1.0,12,4,53,-2.4492935982947064e-16,1.0,0.12053668025532314,0.992708874098054
SD-1030-01,2025-12-29,AREA 5,KALIMANTAN SELATAN,268408295,224.14,1197502.8242391888,1.0097305608734768,,,,0.0,221.98,1,,,,,0.0,0.0,0.0,0.0,12,4,1,-2.4492935982947064e-16,1.0,0.12053668025532305,0.992708874098054
SD-1030-01,2026-01-05,AREA 5,KALIMANTAN SELATAN,73738907,65.51,1125612.8185600948,1.0177099553037199,268408295.0,,,0.0,64.37,1,210.79000000000002,5.0,0.9404389693745442,,85.0,194.0,101.0,1.0,1,1,2,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052
SD-1030-01,2026-01-12,AREA 5,KALIMANTAN SELATAN,405000337,380.39,1064697.6165330946,1.0235442626320024,73738907.0,,171073601.0,137652044.34423512,371.64,2,58.73,6.0,0.8965042136308633,0.9184715915027037,334.0,97.0,283.0,2.0,1,1,3,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148
SD-1030-01,2026-01-19,AREA 5,KALIMANTAN SELATAN,146854028,134.85999999999999,1088936.8019474417,1.1201926139884861,405000337.0,,249049179.66666666,166477071.27793366,120.39,1,342.77,10.0,0.9011014774021011,0.9126815534691696,236.5,124.0,131.0,2.0,1,1,4,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099
SD-1030-01,2026-01-26,AREA 5,KALIMANTAN SELATAN,435677660,376.03,1158624.706575946,1.034413483868467,146854028.0,268408295.0,223500391.75,145214918.07052302,363.52,2,129.88,6.0,0.9630727448411135,0.9252793513121556,204.5,125.0,251.0,2.0,1,1,5,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564
SD-1030-01,2026-02-02,AREA 5,KALIMANTAN SELATAN,111922488,87.99,1271990.8544163138,0.9999998863507346,435677660.0,73738907.0,265317733.0,181906414.18188223,87.99,1,331.17,10.0,0.8807009844772763,0.9103448550878386,375.3333333333333,184.0,449.0,2.0,2,1,6,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
SD-1030-01,2026-02-09,AREA 5,KALIMANTAN SELATAN,174835332,141.21,1238122.7931362656,1.131399636936172,111922488.0,405000337.0,274863628.25,169049291.34634796,124.81,1,82.17,2.0,0.9338560138815759,0.9196828051505167,297.5,55.0,212.0,2.0,2,1,7,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
SD-1030-01,2026-02-16,AREA 5,KALIMANTAN SELATAN,457583058,427.42,1070570.0418658452,1.0288616366448828,174835332.0,146854028.0,217322377.0,147827718.89245513,415.43,2,122.74000000000001,5.0,0.8692018363287418,0.9117078948821769,384.5,96.0,158.0,2.0,2,1,8,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559
SD-1030-01,2026-03-02,AREA 5,KALIMANTAN SELATAN,132373771,129.11,1025278.9152444492,1.16367722724856,457583058.0,435677660.0,295004634.5,177181994.49666902,110.95,1,374.13,8.0,0.875321677148433,0.8897701279590067,211.66666666666666,94.0,273.0,3.0,3,1,10,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557
SD-1030-01,2026-03-09,AREA 5,KALIMANTAN SELATAN,131637542,112.58,1169279.8925848382,1.1061111116023667,132373771.0,111922488.0,219178662.25,161081721.40278554,101.78,1,105.51,1.0,0.8172100676004904,0.8738973987398103,332.0,31.0,78.0,1.0,3,1,11,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804
SD-1030-01,2026-03-16,AREA 5,KALIMANTAN SELATAN,23587293,22.58,1044609.5019444191,1.1991496552577507,131637542.0,174835332.0,224107425.75,156954720.5317261,18.83,1,95.86,3.0,0.8514833139560034,0.8533042237584172,31.0,32.0,134.0,1.0,3,1,12,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323
SD-1030-01,2026-03-23,AREA 5,KALIMANTAN SELATAN,322510266,296.27,1088568.7214848376,1.1233837211017434,23587293.0,457583058.0,186295416.0,187941431.46364257,263.73,1,21.98,1.0,0.9734273811216205,0.8793606099566369,321.0,248.0,273.0,2.0,3,1,13,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16
SD-1030-01,2026-03-30,AREA 5,KALIMANTAN SELATAN,185802281,171.96,1080497.0353281556,1.1420600954997613,322510266.0,132373771.0,152527218.0,124314494.80483319,150.57,2,248.56,5.0,0.8389644297780934,0.870271298114052,208.5,26.0,380.0,2.0,3,1,14,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288
SD-1030-01,2026-04-06,AREA 5,KALIMANTAN SELATAN,327101202,285.48,1145793.7177457714,1.1650817791665602,185802281.0,131637542.0,165884345.5,124297623.77349217,245.03,2,161.07,8.0,0.9366712644410755,0.9001365973241982,267.5,72.0,338.0,1.0,4,2,15,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575
SD-1030-01,2026-04-13,AREA 5,KALIMANTAN SELATAN,307969765,310.47,991946.9033418074,1.0422303184991,327101202.0,23587293.0,214750260.5,143313430.98471838,297.89,2,251.62,12.0,0.8813927111744182,0.9076139466288019,245.0,37.0,154.0,2.0,4,2,16,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545
SD-1030-01,2026-04-20,AREA 5,KALIMANTAN SELATAN,99901317,87.6,1140425.8629650841,1.1769446222027913,307969765.0,322510266.0,285845878.5,67192427.10912856,74.43,1,269.99,10.0,0.8696170042317453,0.881661352406333,141.0,89.0,180.0,1.0,4,2,17,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685
SD-1030-01,2026-04-27,AREA 5,KALIMANTAN SELATAN,328088617,269.8,1216043.754038408,1.0829252194378576,99901317.0,185802281.0,230193641.25,107062105.62005998,249.14,2,80.63,4.0,0.9204336848819994,0.9020286661823096,492.0,41.0,102.0,1.0,4,2,18,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557
SD-1030-01,2026-05-04,AREA 5,KALIMANTAN SELATAN,103964795,89.04,1167618.8603303165,0.999999887690938,328088617.0,327101202.0,265765225.25,110963006.50603369,89.04,1,246.45000000000002,10.0,0.9134543768178512,0.8962244442765035,239.33333333333334,171.0,318.0,2.0,5,2,19,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795
SD-1030-01,2026-05-11,AREA 5,KALIMANTAN SELATAN,372413797,344.63,1080619.1747491753,1.0804125311802455,103964795.0,307969765.0,209981123.5,125044231.62967226,318.98,2,78.78999999999999,6.0,0.8848830991820417,0.8970970412784094,253.5,81.0,322.0,2.0,5,2,20,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012
SD-1030-01,2026-05-18,AREA 5,KALIMANTAN SELATAN,305454478,271.31,1125850.3805296386,1.1713076384187007,372413797.0,99901317.0,226092131.5,144513575.8718458,231.63,2,311.12,10.0,0.9027652583128208,0.9053841047986784,331.6666666666667,196.0,454.0,3.0,5,2,21,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564
SD-1030-01,2026-06-01,AREA 5,KALIMANTAN SELATAN,440469385,377.85,1165725.4819180765,1.0627794823846237,305454478.0,328088617.0,277480421.75,118973044.1631533,355.53,1,237.32,12.0,0.8747189239350218,0.8939554145619338,104.33333333333333,193.0,257.0,3.0,6,2,23,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147
SD-1030-01,2026-06-08,AREA 5,KALIMANTAN SELATAN,178195854,180.4,987781.8410320487,1.0533075814031891,440469385.0,103964795.0,305575613.75,145270562.71330765,171.26999999999998,2,326.13,6.0,0.8631202629847754,0.881371886103665,223.83333333333334,282.0,628.0,6.0,6,2,24,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052
SD-1030-01,2026-06-15,AREA 5,KALIMANTAN SELATAN,561849974,502.46,1118198.3895594,1.090407962447744,178195854.0,372413797.0,324133378.5,111820879.98219913,460.79999999999995,2,160.68,6.0,0.8906873120461578,0.8828229393196939,338.0,22.0,69.0,1.0,6,2,25,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054
SD-1030-01,2026-06-22,AREA 5,KALIMANTAN SELATAN,201679319,184.48,1093231.2883114002,1.0127360006183574,561849974.0,305454478.0,371492422.75,166050586.94713268,182.16,2,440.09,11.0,0.8758706986452515,0.8760992994028016,443.0,125.0,218.0,2.0,6,2,26,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0
SD-1030-01,2026-06-29,AREA 5,KALIMANTAN SELATAN,380183651,317.9,1195922.1108549195,1.0549194937806705,201679319.0,440469385.0,345548633.0,186638287.80870694,301.35,2,182.7,6.0,0.9903512039055071,0.905007369395423,244.0,91.0,23.0,1.0,6,2,27,1.2246467991473532e-16,-1.0,-0.12053668025532283,-0.992708874098054
SD-1030-01,2026-07-06,AREA 5,KALIMANTAN SELATAN,476050618,440.59,1080484.3668607012,1.0524567983074122,380183651.0,178195854.0,330477199.5,178682767.59771055,418.63,1,302.57,9.0,0.9517772585159718,0.927171618278222,272.0,99.0,218.0,2.0,7,3,28,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521
SD-1030-01,2026-07-13,AREA 5,KALIMANTAN SELATAN,155382520,131.3,1183415.9037763972,1.0798584521869847,476050618.0,561849974.0,404940890.5,154494057.2602974,121.59,1,406.76,5.0,0.9232165749740899,0.9353039340102052,241.33333333333334,85.0,389.0,2.0,7,3,29,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148
SD-1030-01,2026-07-20,AREA 5,KALIMANTAN SELATAN,128664477,123.66999999999999,1040385.4337846339,1.0318730887047902,155382520.0,201679319.0,303324027.0,150510479.36687434,119.85,2,124.4,3.0,0.9474485188538827,0.9531983890623629,275.0,16.0,318.0,2.0,7,3,30,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101
SD-1030-01,2026-07-27,AREA 5,KALIMANTAN SELATAN,255612366,238.68,1070941.6595047067,1.0826453287378512,128664477.0,380183651.0,285070316.5,170099709.14286804,220.46,1,113.92,8.0,0.9211610802004464,0.9359008581360978,255.0,76.0,172.0,1.0,7,3,31,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936566
SD-1030-01,2026-08-03,AREA 5,KALIMANTAN SELATAN,360006663,331.41999999999996,1086255.0604593852,1.1245630916981748,255612366.0,476050618.0,253927495.25,157843230.59899092,294.71,2,204.24,6.0,0.8557063492665348,0.9118831308237385,234.0,35.0,200.0,1.0,8,3,32,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
SD-1030-01,2026-08-10,AREA 5,KALIMANTAN SELATAN,448075532,402.24,1113950.6783524593,1.1163719820051627,360006663.0,155382520.0,224916506.5,105342322.35128993,360.31,2,296.59,11.0,0.8949067378279303,0.9048056715371986,0.0,0.0,0.0,0.0,8,3,33,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
SD-1030-01,2026-08-17,AREA 5,KALIMANTAN SELATAN,319948416,292.71000000000004,1093055.9429791963,1.1191786679215927,448075532.0,128664477.0,298089759.5,137645305.28403875,261.54,2,361.34999999999997,11.0,0.8983442497428339,0.8925296042594363,445.0,78.0,126.0,1.0,8,3,34,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
SD-1030-01,2026-08-24,AREA 5,KALIMANTAN SELATAN,324553362,319.8,1014863.5142319101,1.1099541472319123,319948416.0,255612366.0,345910744.25,80548491.36627768,288.12,2,254.19,7.0,0.8684021431313538,0.8793398699921632,182.0,91.0,26.0,1.0,8,3,35,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691
SD-1030-01,2026-08-31,AREA 5,KALIMANTAN SELATAN,253289281,226.14,1120055.1419450277,1.1003308145031716,324553362.0,360006663.0,363145993.25,59380984.08799028,205.52,2,293.47,9.0,0.9176672633624997,0.8948300985161544,225.0,143.0,264.0,2.0,8,3,36,-0.8660254037844385,-0.5000000000000004,-0.9350162426854147,-0.3546048870425359
SD-1030-01,2026-09-07,AREA 5,KALIMANTAN SELATAN,551418750,493.57000000000005,1117204.7304900067,1.0954589600617242,253289281.0,448075532.0,336466647.75,81219447.05652237,450.56,2,201.7,3.0,0.891925316532886,0.8940847431923933,179.0,7.0,189.0,1.0,9,3,37,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
SD-1030-01,2026-09-14,AREA 5,KALIMANTAN SELATAN,308019277,261.53000000000003,1177758.8239299955,1.2034880491699393,551418750.0,319948416.0,362302452.25,130214827.3457077,217.31,2,442.15999999999997,6.0,0.8958404907948113,0.8934588034553878,278.25,307.0,515.0,3.0,9,3,38,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
SD-1030-01,2026-09-21,AREA 5,KALIMANTAN SELATAN,41379237,40.91,1011469.7356466058,1.0794192402587754,308019277.0,324553362.0,359320167.5,131637034.32956974,37.9,1,231.26999999999998,10.0,0.8842962228311771,0.8974323233803435,311.0,183.0,278.0,3.0,9,3,39,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
SD-1030-01,2026-09-28,AREA 5,KALIMANTAN SELATAN,55637811,46.69,1191642.7304256307,1.1421230082869351,41379237.0,253289281.0,288526636.25,209615310.0931999,40.88,1,39.42,1.0,0.9635783516063673,0.9089100954413104,402.0,95.0,10.0,1.0,9,3,40,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232
SD-1030-01,2026-10-05,AREA 5,KALIMANTAN SELATAN,312606118,257.68,1213156.2630721724,1.1640765646875422,55637811.0,551418750.0,239113768.75,241553819.05448812,221.36,2,43.07,4.0,0.9224671401869479,0.9165455513548258,0.0,0.0,0.0,0.0,10,4,41,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
SD-1030-01,2026-10-12,AREA 5,KALIMANTAN SELATAN,81789219,69.46,1177500.823855338,0.9999998560322695,312606118.0,308019277.0,179410610.75,151276345.67622092,69.46,1,234.0,5.0,0.9081030383381311,0.9196111882406558,0.0,0.0,0.0,0.0,10,4,42,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
SD-1030-01,2026-10-19,AREA 5,KALIMANTAN SELATAN,188835451,171.07999999999998,1103784.428116412,1.1240472323227837,81789219.0,41379237.0,122853096.25,127603991.04310529,152.2,2,61.379999999999995,2.0,0.8836739297906809,0.9194556149805317,55.0,72.0,102.0,1.0,10,4,43,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
SD-1030-01,2026-10-26,AREA 5,KALIMANTAN SELATAN,285645258,250.91000000000003,1138437.075507669,1.1714365203120352,188835451.0,55637811.0,159717149.75,117087123.15458272,214.19,2,151.07999999999998,7.0,0.8830955761576118,0.899334921118343,0.0,0.0,0.0,0.0,10,4,44,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548
SD-1030-01,2026-11-02,AREA 5,KALIMANTAN SELATAN,341414592,297.48,1147689.190947654,1.0161570959468116,285645258.0,312606118.0,217219011.5,104765939.91651307,292.75,2,229.77,11.0,0.9157466455802221,0.8976547974666615,0.0,0.0,0.0,0.0,11,4,45,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
SD-1030-01,2026-11-09,AREA 5,KALIMANTAN SELATAN,313533289,288.27,1087637.5554987495,1.000902711680056,341414592.0,81789219.0,224421130.0,114084861.0837692,288.01,1,258.39,12.0,0.8685961789499738,0.8877780826196222,260.5,122.0,254.0,1.0,11,4,46,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
SD-1030-01,2026-11-16,AREA 5,KALIMANTAN SELATAN,296986633,289.65,1025329.2689339111,1.0825608804544447,313533289.0,188835451.0,282357147.5,66374826.8964394,267.56,2,253.4,6.0,0.8790369834170403,0.8866188460262121,312.5,128.0,140.0,2.0,11,4,47,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
SD-1030-01,2026-11-23,AREA 5,KALIMANTAN SELATAN,153587967,130.57,1176288.2380111637,1.2069697534692405,296986633.0,285645258.0,309394943.0,24223938.052776136,108.18,1,253.79,8.0,0.8761953780011954,0.8848937964871079,213.5,149.0,281.0,2.0,11,4,48,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321
SD-1030-01,2026-11-30,AREA 5,KALIMANTAN SELATAN,209375146,192.62,1086985.4383249176,1.0442937899542537,153587967.0,341414592.0,276380620.25,83889573.70745364,184.45,2,123.17,5.0,0.9433253470685956,0.8917884718592012,458.5,94.0,225.0,2.0,11,4,49,-0.5000000000000004,0.8660254037844384,-0.35460488704253595,0.9350162426854147
SD-1030-01,2026-12-07,AREA 5,KALIMANTAN SELATAN,413529766,387.38,1067504.1440574077,1.1662802599343594,209375146.0,313533289.0,243370758.75,75308463.45386371,332.15,2,175.06,10.0,0.9088360030715397,0.9018484278895927,154.0,26.0,54.0,1.0,12,4,50,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
SD-1030-01,2026-12-14,AREA 5,KALIMANTAN SELATAN,294948953,255.57,1154082.8010297453,1.1099673785030455,413529766.0,296986633.0,268369878.0,113351337.65931228,230.25,2,338.71000000000004,10.0,0.8743610698961984,0.9006794495093824,0.0,0.0,0.0,0.0,12,4,51,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054
SD-1030-01,2026-12-21,AREA 5,KALIMANTAN SELATAN,216039085,176.57999999999998,1223462.8653605809,1.1116146608992974,294948953.0,153587967.0,267860458.0,113184315.42348124,158.85,2,232.29,8.0,0.9089094608557553,0.9088579702230222,334.5,115.0,210.0,2.0,12,4,52,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0
SD-1030-01,2026-12-28,AREA 5,KALIMANTAN SELATAN,134034116,107.48,1247060.8813676143,0.999999906959443,216039085.0,209375146.0,283473237.5,95016287.61962138,107.48,1,156.51,12.0,0.88634041871444,0.8946117381344834,251.5,153.0,264.0,2.0,12,4,53,-2.4492935982947064e-16,1.0,0.12053668025532314,0.992708874098054
SD-1030-02,2025-12-29,AREA 5,KALIMANTAN SELATAN,112960525,96.49000000000001,1170696.5829934103,1.0678396339265568,,,,0.0,90.36,2,,,,,0.0,0.0,0.0,0.0,12,4,1,-2.4492935982947064e-16,1.0,0.12053668025532305,0.992708874098054
SD-1030-02,2026-01-05,AREA 5,KALIMANTAN SELATAN,79902644,66.48,1201904.8131912132,1.2463439733138406,112960525.0,,,0.0,53.34,1,84.3,6.0,0.8736655742910586,,393.3333333333333,182.0,356.0,3.0,1,1,2,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052
SD-1030-02,2026-01-12,AREA 5,KALIMANTAN SELATAN,483216745,425.34000000000003,1136071.692385581,1.0441122064925694,79902644.0,,96431584.5,23375451.826757926,407.37,1,58.07,4.0,0.8734956568147326,0.8735806155528956,37.0,88.0,156.0,1.0,1,1,3,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148
SD-1030-02,2026-01-19,AREA 5,KALIMANTAN SELATAN,181148348,170.56,1062079.8392307786,1.1217361971893325,483216745.0,,225359971.33333334,223921398.41558123,152.05,1,384.77,6.0,0.9046174612164982,0.8839262307740965,264.3333333333333,114.0,415.0,3.0,1,1,4,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099
SD-1030-02,2026-01-26,AREA 5,KALIMANTAN SELATAN,247700074,213.38,1160840.1086868446,1.0880072869667914,181148348.0,112960525.0,214307065.5,184162596.69569653,196.12,2,158.44,6.0,0.928939908012435,0.895179650083681,381.6666666666667,235.0,264.0,2.0,1,1,5,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564
SD-1030-02,2026-02-02,AREA 5,KALIMANTAN SELATAN,177733138,172.96,1027596.7144081455,1.0329052831946681,247700074.0,79902644.0,247991952.75,171321210.29836267,167.45,2,197.15,9.0,0.9239384701500389,0.9077478740484262,210.33333333333334,406.0,438.0,6.0,2,1,6,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
SD-1030-02,2026-02-09,AREA 5,KALIMANTAN SELATAN,448971373,374.4,1199175.6437185993,1.072810078431758,177733138.0,483216745.0,272449576.25,144155535.4923267,348.99,2,146.53,4.0,0.8471900527757832,0.9011714730386888,347.0,94.0,99.0,1.0,2,1,7,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
SD-1030-02,2026-02-16,AREA 5,KALIMANTAN SELATAN,232105936,203.41,1141074.3060284988,1.0143113087508073,448971373.0,181148348.0,263888233.25,127523088.32565854,200.54,1,347.39,7.0,0.9278578812003772,0.9069815780346586,462.0,52.0,79.0,1.0,2,1,8,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559
SD-1030-02,2026-02-23,AREA 5,KALIMANTAN SELATAN,183063816,168.55,1086109.7902041061,1.1535038903980366,232105936.0,247700074.0,276627630.25,118745485.57306768,146.12,2,182.99,5.0,0.8996115776209834,0.8996494954367957,294.0,20.0,149.0,1.0,2,1,9,0.8660254037844386,0.5000000000000001,0.8854560256532099,0.4647231720437686
SD-1030-02,2026-03-02,AREA 5,KALIMANTAN SELATAN,251314347,225.18,1116059.7559259366,1.1415969002992699,183063816.0,177733138.0,260468565.75,128029154.7477915,197.25,2,152.04,5.0,0.9020468168468218,0.8941765821109914,310.0,178.0,252.0,1.0,3,1,10,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557
SD-1030-02,2026-03-09,AREA 5,KALIMANTAN SELATAN,298983966,272.21999999999997,1098317.3720403584,1.096335034380385,251314347.0,448971373.0,278863868.0,116989306.53806753,248.3,1,208.28,12.0,0.9249488886691141,0.9136162910843242,223.0,166.0,49.0,2.0,3,1,11,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804
