year_month,province_desc,district_desc,brand,material_desc,soldto_desc,segment,total_revenue,total_quantity,avg_price_per_ton,n_transactions,year,month
2026-06,DKI JAKARTA,KOTA JAKARTA SELATAN,Kinetiq,Kinetiq Semen PCC Premium,PT Distributor Dki Jakarta 03,MB,266640517,224.70999999999998,133320258.5,2,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA SELATAN,Kinetiq,Kinetiq Semen Tecton Khusus,PT Distributor Dki Jakarta 02,MB,96147330,91.43,96147330.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA SELATAN,Omnicore,Omnicore Semen PCC Premium,PT Distributor Dki Jakarta 03,MB,101698149,89.36,50849074.5,2,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA SELATAN,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Dki Jakarta 03,FB,90987962,78.49,90987962.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA SELATAN,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Dki Jakarta 03,MB,89444613,70.8,89444613.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA SELATAN,Tecton,Tecton Semen PCC Premium,PT Distributor Dki Jakarta 01,MB,124492849,124.89,124492849.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA SELATAN,Tecton,Tecton Semen PCC Premium,PT Distributor Dki Jakarta 02,FB,141950330,126.63,141950330.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA SELATAN,Tecton,Tecton Semen Portland Komposit,PT Distributor Dki Jakarta 03,MB,84560678,78.42,84560678.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA SELATAN,Tecton,Tecton Semen Tecton Khusus,PT Distributor Dki Jakarta 01,FB,25009118,20.01,25009118.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA SELATAN,Tecton,Tecton Semen Tecton Khusus,PT Distributor Dki Jakarta 02,MB,354017008,280.19,118005669.33333333,3,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA SELATAN,Tecton,Tecton Semen Tecton Khusus,PT Distributor Dki Jakarta 03,MB,144951511,135.08,144951511.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA TIMUR,Kinetiq,Kinetiq Semen PCC Premium,PT Distributor Dki Jakarta 03,FB,26983678,21.28,26983678.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA TIMUR,Kinetiq,Kinetiq Semen Portland Tipe I,PT Distributor Dki Jakarta 03,FB,70528900,59.02,70528900.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA TIMUR,Kinetiq,Kinetiq Semen Tecton Khusus,PT Distributor Dki Jakarta 03,FB,38603628,30.24,38603628.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA TIMUR,Omnicore,Omnicore Semen PCC Premium,PT Distributor Dki Jakarta 02,FB,150125169,143.72,150125169.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA TIMUR,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Dki Jakarta 02,FB,59370929,49.81,59370929.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA TIMUR,Omnicore,Omnicore Semen Portland Tipe I,PT Distributor Dki Jakarta 03,FB,192444773,166.83,96222386.5,2,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA TIMUR,Omnicore,Omnicore Semen Tecton Khusus,PT Distributor Dki Jakarta 03,FB,24326937,23.33,24326937.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA TIMUR,Omnicore,Omnicore Semen Tecton Khusus,PT Distributor Dki Jakarta 03,MB,49911981,48.65,49911981.0,1,2026,6
2026-06,DKI JAKARTA,KOTA JAKARTA TIMUR,Tecton,Tecton Semen Tecton Khusus,PT Distributor Dki Jakarta 02,MB,48341642,43.64,48341642.0,1,2026,6
2026-06,GORONTALO,KABUPATEN GORONTALO,Atlas,Atlas Semen PCC Premium,PT Distributor Gorontalo 01,FB,168194256,161.08,84097128.0,2,2026,6
2026-06,GORONTALO,KABUPATEN GORONTALO,Atlas,Atlas Semen PCC Premium,PT Distributor Gorontalo 01,MB,268823230,214.07999999999998,134411615.0,2,2026,6
2026-06,GORONTALO,KABUPATEN GORONTALO,Atlas,Atlas Semen PCC Premium,PT Distributor Gorontalo 03,FB,121978278,119.45,121978278.0,1,2026,6
2026-06,GORONTALO,KABUPATEN GORONTALO,Atlas,Atlas Semen Portland Komposit,PT Distributor Gorontalo 02,MB,215743500,211.44,107871750.0,2,2026,6
2026-06,GORONTALO,KABUPATEN GORONTALO,Atlas,Atlas Semen Portland Tipe I,PT Distributor Gorontalo 02,FB,45457658,45.4,45457658.0,1,2026,6
2026-06,GORONTALO,KABUPATEN GORONTALO,Atlas,Atlas Semen Tecton Khusus,PT Distributor Gorontalo 01,MB,34239875,26.35,34239875.0,1,2026,6
2026-06,GORONTALO,KABUPATEN GORONTALO,Atlas,Atlas Semen Tecton Khusus,PT Distributor Gorontalo 02,FB,14337783,12.49,14337783.0,1,2026,6
2026-06,GORONTALO,KABUPATEN GORONTALO,Atlas,Atlas Semen Tecton Khusus,PT Distributor Gorontalo 03,FB,67715124,61.78,33857562.0,2,2026,6
2026-06,GORONTALO,KABUPATEN GORONTALO,Atlas,Atlas Semen Tecton Khusus,PT Distributor Gorontalo 03,MB,42024283,33.63,42024283.0,1,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen PCC Premium,PT Distributor Gorontalo 01,FB,122973022,121.34,61486511.0,2,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen PCC Premium,PT Distributor Gorontalo 01,MB,290578621,258.14,145289310.5,2,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen PCC Premium,PT Distributor Gorontalo 03,FB,131528214,109.96,131528214.0,1,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen PCC Premium,PT Distributor Gorontalo 03,MB,113123691,87.81,113123691.0,1,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen Portland Komposit,PT Distributor Gorontalo 02,FB,133277588,117.34,133277588.0,1,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen Portland Komposit,PT Distributor Gorontalo 03,FB,43005405,35.53,43005405.0,1,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen Portland Komposit,PT Distributor Gorontalo 03,MB,62292188,56.98,62292188.0,1,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen Portland Tipe I,PT Distributor Gorontalo 01,MB,143434209,131.85,143434209.0,1,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen Portland Tipe I,PT Distributor Gorontalo 03,FB,47573785,44.31,47573785.0,1,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen Tecton Khusus,PT Distributor Gorontalo 01,FB,138835771,137.43,138835771.0,1,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen Tecton Khusus,PT Distributor Gorontalo 02,MB,72025034,56.83,72025034.0,1,2026,6
2026-06,GORONTALO,KOTA GORONTALO,Atlas,Atlas Semen Tecton Khusus,PT Distributor Gorontalo 03,MB,76442640,70.83,76442640.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Fonda,Fonda Semen PCC Premium,PT Distributor Jambi 02,FB,153407142,147.28,153407142.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Fonda,Fonda Semen PCC Premium,PT Distributor Jambi 03,FB,109252976,104.54,109252976.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Fonda,Fonda Semen Portland Komposit,PT Distributor Jambi 02,MB,76366447,68.45,76366447.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Fonda,Fonda Semen Portland Komposit,PT Distributor Jambi 03,MB,30550254,27.82,30550254.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Fonda,Fonda Semen Portland Tipe I,PT Distributor Jambi 01,MB,175654619,145.95,175654619.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Fonda,Fonda Semen Portland Tipe I,PT Distributor Jambi 02,FB,134632859,122.33,67316429.5,2,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Fonda,Fonda Semen Portland Tipe I,PT Distributor Jambi 03,MB,138694673,122.51,138694673.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Fonda,Fonda Semen Tecton Khusus,PT Distributor Jambi 01,FB,74042567,59.81,74042567.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Fonda,Fonda Semen Tecton Khusus,PT Distributor Jambi 02,MB,76727229,62.17,76727229.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen PCC Premium,PT Distributor Jambi 01,FB,151343479,116.73,151343479.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen PCC Premium,PT Distributor Jambi 02,FB,126640033,112.77,126640033.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen PCC Premium,PT Distributor Jambi 03,MB,44838469,37.97,44838469.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen Portland Komposit,PT Distributor Jambi 01,FB,235545240,215.67000000000002,78515080.0,3,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen Portland Komposit,PT Distributor Jambi 01,MB,63758125,52.44,63758125.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen Portland Komposit,PT Distributor Jambi 03,FB,35713272,28.0,35713272.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen Portland Tipe I,PT Distributor Jambi 01,MB,55888357,49.23,55888357.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen Portland Tipe I,PT Distributor Jambi 02,FB,55650195,56.05,55650195.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen Portland Tipe I,PT Distributor Jambi 02,MB,79146447,66.84,79146447.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen Portland Tipe I,PT Distributor Jambi 03,MB,148969013,122.77,74484506.5,2,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen Tecton Khusus,PT Distributor Jambi 01,MB,155198917,155.34,77599458.5,2,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen Tecton Khusus,PT Distributor Jambi 02,FB,118546958,103.12,118546958.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen Tecton Khusus,PT Distributor Jambi 02,MB,159433268,128.69,159433268.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,Monolith,Monolith Semen Tecton Khusus,PT Distributor Jambi 03,FB,81233091,75.65,40616545.5,2,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,TerraBlock,TerraBlock Semen Portland Tipe I,PT Distributor Jambi 01,FB,34950692,28.71,34950692.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,TerraBlock,TerraBlock Semen Portland Tipe I,PT Distributor Jambi 02,FB,119058034,118.83,119058034.0,1,2026,6
2026-06,JAMBI,KABUPATEN MUARO JAMBI,TerraBlock,TerraBlock Semen Portland Tipe I,PT Distributor Jambi 02,MB,114908413,94.14,114908413.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Fonda,Fonda Semen PCC Premium,PT Distributor Jambi 02,MB,38631493,31.77,38631493.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Fonda,Fonda Semen Portland Komposit,PT Distributor Jambi 01,MB,22400312,17.67,22400312.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Fonda,Fonda Semen Portland Tipe I,PT Distributor Jambi 01,FB,49595438,41.99,49595438.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Fonda,Fonda Semen Portland Tipe I,PT Distributor Jambi 01,MB,116669510,108.4,116669510.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Fonda,Fonda Semen Portland Tipe I,PT Distributor Jambi 02,FB,172501594,143.55,172501594.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Fonda,Fonda Semen Portland Tipe I,PT Distributor Jambi 03,FB,112746673,104.03,112746673.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Fonda,Fonda Semen Tecton Khusus,PT Distributor Jambi 02,FB,71547576,71.78,71547576.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Monolith,Monolith Semen PCC Premium,PT Distributor Jambi 02,MB,379757789,317.22,126585929.66666667,3,2026,6
2026-06,JAMBI,KOTA JAMBI,Monolith,Monolith Semen Portland Komposit,PT Distributor Jambi 01,FB,30361229,25.4,30361229.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Monolith,Monolith Semen Portland Komposit,PT Distributor Jambi 03,FB,53976067,47.52,53976067.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Monolith,Monolith Semen Portland Komposit,PT Distributor Jambi 03,MB,90792965,73.64,90792965.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Monolith,Monolith Semen Portland Tipe I,PT Distributor Jambi 01,FB,71272883,58.47,71272883.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Monolith,Monolith Semen Portland Tipe I,PT Distributor Jambi 02,MB,153524780,123.1,153524780.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,Monolith,Monolith Semen Portland Tipe I,PT Distributor Jambi 03,FB,186260814,156.09,93130407.0,2,2026,6
2026-06,JAMBI,KOTA JAMBI,Monolith,Monolith Semen Tecton Khusus,PT Distributor Jambi 01,FB,85665151,71.14,85665151.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,TerraBlock,TerraBlock Semen PCC Premium,PT Distributor Jambi 01,FB,162775805,146.57,162775805.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,TerraBlock,TerraBlock Semen PCC Premium,PT Distributor Jambi 02,MB,146052467,133.8,146052467.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,TerraBlock,TerraBlock Semen PCC Premium,PT Distributor Jambi 03,MB,271827611,254.79,135913805.5,2,2026,6
2026-06,JAMBI,KOTA JAMBI,TerraBlock,TerraBlock Semen Portland Komposit,PT Distributor Jambi 01,FB,84148891,67.69,84148891.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,TerraBlock,TerraBlock Semen Portland Komposit,PT Distributor Jambi 02,MB,176565961,144.33,176565961.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,TerraBlock,TerraBlock Semen Portland Komposit,PT Distributor Jambi 03,FB,35931714,37.12,35931714.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,TerraBlock,TerraBlock Semen Portland Tipe I,PT Distributor Jambi 01,MB,35104311,27.96,35104311.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,TerraBlock,TerraBlock Semen Portland Tipe I,PT Distributor Jambi 02,FB,70764688,70.2,70764688.0,1,2026,6
2026-06,JAMBI,KOTA JAMBI,TerraBlock,TerraBlock Semen Tecton Khusus,PT Distributor Jambi 01,MB,142554987,134.63,71277493.5,2,2026,6
2026-06,JAMBI,KOTA JAMBI,TerraBlock,TerraBlock Semen Tecton Khusus,PT Distributor Jambi 03,MB,32723409,25.53,32723409.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Kinetiq,Kinetiq Semen PCC Premium,PT Distributor Jawa Barat 01,FB,124129031,113.47,124129031.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Kinetiq,Kinetiq Semen Portland Tipe I,PT Distributor Jawa Barat 01,FB,49811356,45.73,49811356.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Kinetiq,Kinetiq Semen Portland Tipe I,PT Distributor Jawa Barat 01,MB,27543972,24.98,27543972.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Kinetiq,Kinetiq Semen Tecton Khusus,PT Distributor Jawa Barat 01,FB,97814896,94.41,97814896.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Jawa Barat 01,FB,147245657,145.55,147245657.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Omnicore,Omnicore Semen Portland Tipe I,PT Distributor Jawa Barat 01,MB,79028972,81.24,79028972.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Tecton,Tecton Semen PCC Premium,PT Distributor Jawa Barat 01,MB,64041818,60.09,64041818.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Tecton,Tecton Semen Portland Komposit,PT Distributor Jawa Barat 02,FB,115149811,98.2,115149811.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Tecton,Tecton Semen Portland Tipe I,PT Distributor Jawa Barat 01,MB,61400291,52.52,61400291.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Tecton,Tecton Semen Portland Tipe I,PT Distributor Jawa Barat 02,MB,43599631,39.06,43599631.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Tecton,Tecton Semen Portland Tipe I,PT Distributor Jawa Barat 03,MB,123987534,96.32,123987534.0,1,2026,6
2026-06,JAWA BARAT,KABUPATEN BOGOR,Tecton,Tecton Semen Tecton Khusus,PT Distributor Jawa Barat 01,MB,27442728,21.39,27442728.0,1,2026,6
2026-06,JAWA BARAT,KOTA BANDUNG,Kinetiq,Kinetiq Semen Portland Komposit,PT Distributor Jawa Barat 03,MB,136886976,143.72,136886976.0,1,2026,6
2026-06,JAWA BARAT,KOTA BANDUNG,Kinetiq,Kinetiq Semen Portland Tipe I,PT Distributor Jawa Barat 03,FB,56661492,48.92,56661492.0,1,2026,6
2026-06,JAWA BARAT,KOTA BANDUNG,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Jawa Barat 03,FB,146645553,149.78,146645553.0,1,2026,6
2026-06,JAWA BARAT,KOTA BANDUNG,Omnicore,Omnicore Semen Tecton Khusus,PT Distributor Jawa Barat 03,MB,68876499,58.2,68876499.0,1,2026,6
2026-06,JAWA BARAT,KOTA BANDUNG,Tecton,Tecton Semen Portland Komposit,PT Distributor Jawa Barat 01,FB,91258992,79.57,91258992.0,1,2026,6
2026-06,JAWA BARAT,KOTA BANDUNG,Tecton,Tecton Semen Portland Komposit,PT Distributor Jawa Barat 03,MB,131437909,121.08,131437909.0,1,2026,6
2026-06,JAWA BARAT,KOTA BANDUNG,Tecton,Tecton Semen Tecton Khusus,PT Distributor Jawa Barat 01,FB,95085991,92.13,95085991.0,1,2026,6
2026-06,JAWA BARAT,KOTA BANDUNG,Tecton,Tecton Semen Tecton Khusus,PT Distributor Jawa Barat 01,MB,147978761,126.56,147978761.0,1,2026,6
2026-06,JAWA BARAT,KOTA BANDUNG,Tecton,Tecton Semen Tecton Khusus,PT Distributor Jawa Barat 02,MB,112553749,89.54,112553749.0,1,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Kinetiq,Kinetiq Semen PCC Premium,PT Distributor Jawa Barat 01,FB,113254466,116.72,113254466.0,1,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Kinetiq,Kinetiq Semen PCC Premium,PT Distributor Jawa Barat 01,MB,158636855,130.76,158636855.0,1,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Kinetiq,Kinetiq Semen PCC Premium,PT Distributor Jawa Barat 03,FB,104265348,91.6,104265348.0,1,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Kinetiq,Kinetiq Semen Portland Komposit,PT Distributor Jawa Barat 01,FB,45573764,45.69,45573764.0,1,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Kinetiq,Kinetiq Semen Portland Tipe I,PT Distributor Jawa Barat 01,MB,31794011,25.19,31794011.0,1,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Jawa Barat 02,MB,95348064,91.92,95348064.0,1,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Jawa Barat 03,FB,159858059,123.94,159858059.0,1,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Omnicore,Omnicore Semen Portland Tipe I,PT Distributor Jawa Barat 01,MB,161762929,151.26999999999998,80881464.5,2,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Omnicore,Omnicore Semen Portland Tipe I,PT Distributor Jawa Barat 03,MB,133926202,137.67,133926202.0,1,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Omnicore,Omnicore Semen Tecton Khusus,PT Distributor Jawa Barat 01,FB,18339595,16.52,18339595.0,1,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Tecton,Tecton Semen PCC Premium,PT Distributor Jawa Barat 01,MB,49555924,46.05,49555924.0,1,2026,6
2026-06,JAWA BARAT,KOTA BOGOR,Tecton,Tecton Semen Portland Tipe I,PT Distributor Jawa Barat 03,FB,41229186,38.69,41229186.0,1,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Kinetiq,Kinetiq Semen PCC Premium,PT Distributor Jawa Tengah 01,MB,81315411,74.88,81315411.0,1,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Kinetiq,Kinetiq Semen PCC Premium,PT Distributor Jawa Tengah 03,MB,87181729,75.76,87181729.0,1,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Kinetiq,Kinetiq Semen Tecton Khusus,PT Distributor Jawa Tengah 02,FB,88326613,79.47,88326613.0,1,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Jawa Tengah 01,MB,43173874,43.79,43173874.0,1,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Jawa Tengah 03,FB,171560015,166.62,85780007.5,2,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Omnicore,Omnicore Semen Portland Tipe I,PT Distributor Jawa Tengah 02,MB,64129729,62.05,64129729.0,1,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Primebase,Primebase Semen Portland Tipe I,PT Distributor Jawa Tengah 03,FB,150362357,140.55,150362357.0,1,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Tecton,Tecton Semen PCC Premium,PT Distributor Jawa Tengah 02,FB,30623403,29.8,30623403.0,1,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Tecton,Tecton Semen Portland Komposit,PT Distributor Jawa Tengah 01,MB,248609828,220.45999999999998,124304914.0,2,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Vanguard,Vanguard Semen Portland Komposit,PT Distributor Jawa Tengah 01,MB,44990025,34.71,44990025.0,1,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Vanguard,Vanguard Semen Portland Komposit,PT Distributor Jawa Tengah 02,FB,42821684,37.79,21410842.0,2,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Vanguard,Vanguard Semen Portland Komposit,PT Distributor Jawa Tengah 03,MB,85557884,68.46,85557884.0,1,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Vanguard,Vanguard Semen Portland Tipe I,PT Distributor Jawa Tengah 03,FB,48685096,45.51,48685096.0,1,2026,6
2026-06,JAWA TENGAH,KABUPATEN BANYUMAS,Vanguard,Vanguard Semen Tecton Khusus,PT Distributor Jawa Tengah 02,MB,47432983,43.61,47432983.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Kinetiq,Kinetiq Semen Portland Komposit,PT Distributor Jawa Tengah 03,FB,147366618,130.02,147366618.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Kinetiq,Kinetiq Semen Portland Tipe I,PT Distributor Jawa Tengah 03,MB,109479483,98.75,109479483.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Kinetiq,Kinetiq Semen Tecton Khusus,PT Distributor Jawa Tengah 02,MB,82105068,64.53,82105068.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Omnicore,Omnicore Semen PCC Premium,PT Distributor Jawa Tengah 01,FB,19583832,18.23,19583832.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Omnicore,Omnicore Semen Portland Komposit,PT Distributor Jawa Tengah 01,MB,64592051,64.94,64592051.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Omnicore,Omnicore Semen Portland Tipe I,PT Distributor Jawa Tengah 02,MB,117831842,109.19,117831842.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Primebase,Primebase Semen PCC Premium,PT Distributor Jawa Tengah 01,FB,36455943,37.55,36455943.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Primebase,Primebase Semen Portland Komposit,PT Distributor Jawa Tengah 03,MB,119358305,99.31,119358305.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Primebase,Primebase Semen Portland Tipe I,PT Distributor Jawa Tengah 03,MB,124391107,107.24,124391107.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Primebase,Primebase Semen Tecton Khusus,PT Distributor Jawa Tengah 01,FB,33940354,34.22,33940354.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Primebase,Primebase Semen Tecton Khusus,PT Distributor Jawa Tengah 01,MB,139491758,120.59,139491758.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Tecton,Tecton Semen PCC Premium,PT Distributor Jawa Tengah 01,FB,58736220,49.17,58736220.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Tecton,Tecton Semen Portland Komposit,PT Distributor Jawa Tengah 03,MB,73957174,74.27,73957174.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Tecton,Tecton Semen Portland Tipe I,PT Distributor Jawa Tengah 03,FB,98045280,92.72,98045280.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Tecton,Tecton Semen Tecton Khusus,PT Distributor Jawa Tengah 03,MB,140998334,128.2,140998334.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Vanguard,Vanguard Semen PCC Premium,PT Distributor Jawa Tengah 01,FB,157927530,125.2,157927530.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Vanguard,Vanguard Semen Portland Komposit,PT Distributor Jawa Tengah 02,FB,78134927,61.72,78134927.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Vanguard,Vanguard Semen Portland Tipe I,PT Distributor Jawa Tengah 01,MB,109013692,99.5,109013692.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Vanguard,Vanguard Semen Portland Tipe I,PT Distributor Jawa Tengah 02,MB,63899529,53.69,63899529.0,1,2026,6
2026-06,JAWA TENGAH,KOTA SEMARANG,Vanguard,Vanguard Semen Tecton Khusus,PT Distributor Jawa Tengah 01,MB,190010078,148.65,190010078.0,1,2026,6
