soldto_desc,province_desc,year_month,total_revenue,total_qty,n_products,n_transactions,year,month
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-04,1389404584,1213.8899999999999,4,16,2026,4
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-05,1070696408,913.15,4,13,2026,5
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-06,1459035890,1290.52,4,15,2026,6
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-07,670090244,603.61,4,7,2026,7
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-08,1529128477,1344.18,4,13,2026,8
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-09,1448710837,1243.6100000000001,4,11,2026,9
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-10,829772931,738.84,4,10,2026,10
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-11,1007763964,915.95,4,13,2026,11
PT Distributor Kalimantan Utara 03,KALIMANTAN UTARA,2026-12,448926270,405.44,3,6,2026,12
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-01,1646370098,1434.8400000000001,10,18,2026,1
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-02,1364686679,1223.3500000000001,6,14,2026,2
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-03,1510962848,1341.3899999999999,8,16,2026,3
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-04,1173324167,1057.11,9,16,2026,4
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-05,1844099427,1646.3700000000001,9,19,2026,5
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-06,1286743452,1188.58,10,18,2026,6
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-07,1145267605,1015.1700000000001,5,12,2026,7
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-08,421709278,402.54999999999995,6,9,2026,8
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-09,503086371,428.67999999999995,4,4,2026,9
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-10,1151093456,1062.74,8,15,2026,10
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-11,1346037358,1209.85,9,15,2026,11
PT Distributor Kepulauan Bangka Belitung 01,KEPULAUAN BANGKA BELITUNG,2026-12,914330488,778.67,8,10,2026,12
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-01,900337692,766.8900000000001,6,11,2026,1
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-02,1081382256,972.8100000000001,7,14,2026,2
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-03,594895085,523.71,7,9,2026,3
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-04,1280515017,1130.24,8,13,2026,4
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-05,724882031,636.08,8,13,2026,5
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-06,1333171726,1183.55,8,14,2026,6
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-07,907154659,803.37,6,10,2026,7
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-08,1630791314,1445.04,7,17,2026,8
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-09,426543551,360.71000000000004,3,5,2026,9
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-10,812209296,739.5600000000001,6,10,2026,10
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-11,1090019652,943.1899999999999,9,14,2026,11
PT Distributor Kepulauan Bangka Belitung 02,KEPULAUAN BANGKA BELITUNG,2026-12,1143648711,1021.79,8,13,2026,12
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-01,1069254112,921.0799999999999,7,12,2026,1
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-02,1413639918,1276.18,7,15,2026,2
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-03,1956672198,1780.8700000000001,8,19,2026,3
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-04,977738360,873.3199999999999,9,12,2026,4
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-05,962470887,817.5,7,9,2026,5
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-06,1230756812,1121.98,9,14,2026,6
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-07,1160086297,1046.82,9,14,2026,7
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-08,937492745,842.48,5,10,2026,8
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-09,1678166466,1476.5900000000001,8,15,2026,9
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-10,965211894,821.8199999999999,7,10,2026,10
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-11,884274833,787.78,5,9,2026,11
PT Distributor Kepulauan Bangka Belitung 03,KEPULAUAN BANGKA BELITUNG,2026-12,1120881648,1006.27,8,12,2026,12
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-01,1495758755,1363.73,7,17,2026,1
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-02,1202065618,1084.6,6,11,2026,2
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-03,942463100,851.33,6,10,2026,3
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-04,1047007020,951.38,6,11,2026,4
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-05,835116654,747.71,7,12,2026,5
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-06,1213354201,1070.68,7,12,2026,6
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-07,947319836,844.81,6,11,2026,7
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-08,873248257,776.79,6,8,2026,8
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-09,1220848420,1142.02,6,13,2026,9
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-10,904662142,836.06,6,10,2026,10
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-11,1628173066,1436.72,7,17,2026,11
PT Distributor Kepulauan Riau 01,KEPULAUAN RIAU,2026-12,1681860316,1490.43,7,17,2026,12
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-01,1358250931,1195.79,7,15,2026,1
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-02,952747503,836.5500000000001,7,12,2026,2
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-03,1352765477,1177.54,7,15,2026,3
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-04,534440695,474.07,5,11,2026,4
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-05,1194315336,1067.6499999999999,6,11,2026,5
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-06,822916538,742.54,5,9,2026,6
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-07,1498783765,1348.3600000000001,7,16,2026,7
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-08,983270094,854.5600000000001,7,9,2026,8
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-09,1116424610,1021.0,8,18,2026,9
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-10,1220596681,1097.29,7,14,2026,10
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-11,1058659667,967.93,5,12,2026,11
PT Distributor Kepulauan Riau 02,KEPULAUAN RIAU,2026-12,370365069,306.99,4,4,2026,12
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-01,1087634662,992.9,5,11,2026,1
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-02,851108409,760.9,6,10,2026,2
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-03,1192198224,1039.94,6,13,2026,3
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-04,1427512194,1316.22,7,15,2026,4
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-05,1548902380,1404.06,8,17,2026,5
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-06,1523724893,1331.97,7,14,2026,6
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-07,952427986,895.88,5,12,2026,7
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-08,1277384088,1160.11,7,12,2026,8
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-09,746482310,645.79,4,8,2026,9
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-10,1256705669,1068.42,6,12,2026,10
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-11,1701417514,1547.6,7,13,2026,11
PT Distributor Kepulauan Riau 03,KEPULAUAN RIAU,2026-12,1113679499,989.84,7,11,2026,12
PT Distributor Lampung 01,LAMPUNG,2026-01,627641260,585.27,4,8,2026,1
PT Distributor Lampung 01,LAMPUNG,2026-02,1014068258,922.37,4,14,2026,2
PT Distributor Lampung 01,LAMPUNG,2026-03,644786699,558.51,3,9,2026,3
PT Distributor Lampung 01,LAMPUNG,2026-04,924419074,808.7,4,9,2026,4
PT Distributor Lampung 01,LAMPUNG,2026-05,863927880,777.79,4,8,2026,5
PT Distributor Lampung 01,LAMPUNG,2026-06,633703098,570.63,4,7,2026,6
PT Distributor Lampung 01,LAMPUNG,2026-07,768429251,692.34,4,13,2026,7
PT Distributor Lampung 01,LAMPUNG,2026-08,1100954951,971.44,4,14,2026,8
PT Distributor Lampung 01,LAMPUNG,2026-09,678586682,597.11,3,8,2026,9
PT Distributor Lampung 01,LAMPUNG,2026-10,1039841209,931.88,3,9,2026,10
PT Distributor Lampung 01,LAMPUNG,2026-11,693234233,579.87,4,8,2026,11
PT Distributor Lampung 01,LAMPUNG,2026-12,700829592,641.4,4,8,2026,12
PT Distributor Lampung 02,LAMPUNG,2026-01,1138016231,1008.7,4,14,2026,1
PT Distributor Lampung 02,LAMPUNG,2026-02,1003337821,903.56,4,13,2026,2
PT Distributor Lampung 02,LAMPUNG,2026-03,1409890619,1312.08,4,13,2026,3
PT Distributor Lampung 02,LAMPUNG,2026-04,1078687051,995.17,4,11,2026,4
PT Distributor Lampung 02,LAMPUNG,2026-05,1670717262,1437.2,4,15,2026,5
PT Distributor Lampung 02,LAMPUNG,2026-06,788087179,712.9399999999999,4,9,2026,6
PT Distributor Lampung 02,LAMPUNG,2026-07,1042305281,950.54,4,12,2026,7
PT Distributor Lampung 02,LAMPUNG,2026-08,401921333,338.46000000000004,3,5,2026,8
PT Distributor Lampung 02,LAMPUNG,2026-09,879004058,747.71,4,10,2026,9
PT Distributor Lampung 02,LAMPUNG,2026-10,1201462271,1087.57,4,12,2026,10
PT Distributor Lampung 02,LAMPUNG,2026-11,1057086138,911.82,3,10,2026,11
PT Distributor Lampung 02,LAMPUNG,2026-12,1396346048,1228.96,4,15,2026,12
PT Distributor Lampung 03,LAMPUNG,2026-01,604871366,562.25,3,7,2026,1
PT Distributor Lampung 03,LAMPUNG,2026-02,830240318,726.47,4,9,2026,2
PT Distributor Lampung 03,LAMPUNG,2026-03,1190746559,1084.66,4,11,2026,3
PT Distributor Lampung 03,LAMPUNG,2026-04,1024040597,859.03,3,9,2026,4
PT Distributor Lampung 03,LAMPUNG,2026-05,1103903202,978.84,4,12,2026,5
PT Distributor Lampung 03,LAMPUNG,2026-06,1200291537,1098.53,4,13,2026,6
PT Distributor Lampung 03,LAMPUNG,2026-07,866038300,783.27,3,12,2026,7
PT Distributor Lampung 03,LAMPUNG,2026-08,1067591142,897.54,4,10,2026,8
PT Distributor Lampung 03,LAMPUNG,2026-09,1191964261,1051.1399999999999,4,15,2026,9
PT Distributor Lampung 03,LAMPUNG,2026-10,1566746335,1344.32,4,16,2026,10
PT Distributor Lampung 03,LAMPUNG,2026-11,546396371,525.62,3,7,2026,11
PT Distributor Lampung 03,LAMPUNG,2026-12,1400522062,1263.3200000000002,4,15,2026,12
PT Distributor Maluku 01,MALUKU,2026-01,1587079207,1355.14,4,14,2026,1
PT Distributor Maluku 01,MALUKU,2026-02,1538231650,1339.78,4,16,2026,2
PT Distributor Maluku 01,MALUKU,2026-03,735341489,619.76,4,9,2026,3
PT Distributor Maluku 01,MALUKU,2026-04,1149245403,1007.8100000000001,4,13,2026,4
PT Distributor Maluku 01,MALUKU,2026-05,660548181,584.83,3,9,2026,5
PT Distributor Maluku 01,MALUKU,2026-06,699097058,632.3,4,8,2026,6
PT Distributor Maluku 01,MALUKU,2026-07,1677555253,1457.15,4,18,2026,7
PT Distributor Maluku 01,MALUKU,2026-08,1287465994,1159.89,4,14,2026,8
PT Distributor Maluku 01,MALUKU,2026-09,1178821712,1040.73,4,13,2026,9
PT Distributor Maluku 01,MALUKU,2026-10,751575669,661.22,4,11,2026,10
PT Distributor Maluku 01,MALUKU,2026-11,1717316899,1474.63,4,15,2026,11
PT Distributor Maluku 01,MALUKU,2026-12,815068380,725.74,4,9,2026,12
PT Distributor Maluku 02,MALUKU,2026-01,1209328745,1024.17,4,14,2026,1
PT Distributor Maluku 02,MALUKU,2026-02,699054908,620.67,4,10,2026,2
PT Distributor Maluku 02,MALUKU,2026-03,1445250597,1213.86,4,12,2026,3
PT Distributor Maluku 02,MALUKU,2026-04,758983688,673.83,4,6,2026,4
PT Distributor Maluku 02,MALUKU,2026-05,1266469938,1143.25,4,12,2026,5
PT Distributor Maluku 02,MALUKU,2026-06,918392026,800.69,4,8,2026,6
PT Distributor Maluku 02,MALUKU,2026-07,1120005288,1001.15,4,12,2026,7
PT Distributor Maluku 02,MALUKU,2026-08,1383718199,1214.84,4,13,2026,8
PT Distributor Maluku 02,MALUKU,2026-09,889193701,791.03,4,11,2026,9
PT Distributor Maluku 02,MALUKU,2026-10,890273954,809.15,4,9,2026,10
PT Distributor Maluku 02,MALUKU,2026-11,318326654,266.46,3,4,2026,11
PT Distributor Maluku 02,MALUKU,2026-12,1211463868,1065.4,4,12,2026,12
PT Distributor Maluku 03,MALUKU,2026-01,1555281173,1364.1299999999999,4,14,2026,1
PT Distributor Maluku 03,MALUKU,2026-02,1720616411,1481.43,4,15,2026,2
PT Distributor Maluku 03,MALUKU,2026-03,622387242,591.57,4,10,2026,3
PT Distributor Maluku 03,MALUKU,2026-04,721639171,640.63,4,11,2026,4
PT Distributor Maluku 03,MALUKU,2026-05,948200502,834.8,4,11,2026,5
PT Distributor Maluku 03,MALUKU,2026-06,1395227835,1218.28,4,18,2026,6
PT Distributor Maluku 03,MALUKU,2026-07,951408701,880.92,3,11,2026,7
PT Distributor Maluku 03,MALUKU,2026-08,1108751207,979.66,4,13,2026,8
PT Distributor Maluku 03,MALUKU,2026-09,1754910741,1573.37,4,19,2026,9
PT Distributor Maluku 03,MALUKU,2026-10,1005210827,878.22,4,12,2026,10
PT Distributor Maluku 03,MALUKU,2026-11,873623684,806.35,3,10,2026,11
PT Distributor Maluku 03,MALUKU,2026-12,1716186850,1558.28,3,16,2026,12
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-01,448127070,419.12,4,8,2026,1
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-02,1204946823,1026.15,4,14,2026,2
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-03,470329714,408.1,4,9,2026,3
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-04,1137274855,1020.75,3,11,2026,4
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-05,1160481166,975.83,4,12,2026,5
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-06,501623399,455.3,3,8,2026,6
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-07,1369343434,1215.77,4,17,2026,7
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-08,1209755188,1074.52,4,14,2026,8
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-09,706320152,587.09,3,8,2026,9
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-10,595858386,524.97,3,7,2026,10
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-11,1244995811,1123.33,4,14,2026,11
PT Distributor Maluku Utara 01,MALUKU UTARA,2026-12,598926000,525.14,4,8,2026,12
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-01,798037739,725.6,3,10,2026,1
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-02,522903055,437.12,4,7,2026,2
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-03,561211392,495.12,4,7,2026,3
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-04,852809677,776.98,4,9,2026,4
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-05,583235867,537.77,3,7,2026,5
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-06,1238647454,1146.71,4,14,2026,6
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-07,580488565,518.29,4,10,2026,7
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-08,494969532,426.13,3,7,2026,8
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-09,819007899,775.8000000000001,4,12,2026,9
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-10,859386873,749.36,4,12,2026,10
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-11,1058955998,953.5799999999999,4,9,2026,11
PT Distributor Maluku Utara 02,MALUKU UTARA,2026-12,914965743,802.04,4,12,2026,12
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-01,1181839747,1045.88,4,16,2026,1
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-02,1472308093,1366.39,4,15,2026,2
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-03,857689180,756.71,4,10,2026,3
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-04,1021026808,932.26,4,14,2026,4
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-05,1192774834,1023.7,4,13,2026,5
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-06,1311538375,1175.29,4,12,2026,6
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-07,647458523,581.58,4,9,2026,7
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-08,693785682,603.5699999999999,4,8,2026,8
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-09,1340731838,1214.1399999999999,4,13,2026,9
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-10,1541480386,1365.35,4,19,2026,10
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-11,1028654281,905.69,4,14,2026,11
PT Distributor Maluku Utara 03,MALUKU UTARA,2026-12,1721376740,1515.93,4,15,2026,12
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-01,982695402,895.58,4,12,2026,1
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-02,1163448487,1042.66,4,12,2026,2
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-03,1000719322,949.86,4,13,2026,3
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-04,749818231,657.81,2,8,2026,4
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-05,1393185484,1217.6,4,13,2026,5
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-06,615465963,531.61,4,9,2026,6
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-07,901347406,796.22,4,8,2026,7
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-08,1887343446,1654.71,4,19,2026,8
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-09,1060545136,954.4100000000001,4,12,2026,9
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-10,1610778948,1387.1200000000001,4,17,2026,10
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-11,407786682,370.82,3,4,2026,11
PT Distributor Nusa Tenggara Barat 01,NUSA TENGGARA BARAT,2026-12,662595206,592.89,4,8,2026,12
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-01,1205327112,1064.3,4,13,2026,1
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-02,1310289943,1134.74,4,13,2026,2
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-03,980348205,821.02,4,10,2026,3
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-04,1061041602,935.38,4,11,2026,4
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-05,1056789185,955.01,4,11,2026,5
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-06,1075633987,908.52,4,10,2026,6
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-07,623763176,605.91,4,8,2026,7
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-08,1468066707,1340.58,4,16,2026,8
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-09,852552622,748.37,4,10,2026,9
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-10,1740289586,1560.37,4,19,2026,10
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-11,2230046719,1938.14,4,21,2026,11
PT Distributor Nusa Tenggara Barat 02,NUSA TENGGARA BARAT,2026-12,903301194,794.57,4,11,2026,12
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-01,614767610,537.21,4,7,2026,1
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-02,821120479,736.88,4,9,2026,2
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-03,1190218077,1023.63,4,13,2026,3
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-04,1053263898,940.0699999999999,4,9,2026,4
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-05,1490094953,1306.83,4,16,2026,5
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-06,1403597517,1273.1100000000001,4,14,2026,6
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-07,1209076242,1074.12,4,13,2026,7
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-08,1072000888,916.01,4,11,2026,8
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-09,973390313,875.0799999999999,4,11,2026,9
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-10,1541430738,1312.77,4,17,2026,10
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-11,1662859654,1484.5,4,15,2026,11
PT Distributor Nusa Tenggara Barat 03,NUSA TENGGARA BARAT,2026-12,681289480,615.0,4,7,2026,12
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-01,581168348,512.27,4,9,2026,1
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-02,2174571543,1963.27,4,24,2026,2
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-03,934687304,830.9399999999999,4,11,2026,3
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-04,698078970,628.99,4,9,2026,4
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-05,1392228288,1273.71,4,15,2026,5
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-06,1118457368,1057.14,3,13,2026,6
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-07,554837919,506.06,4,8,2026,7
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-08,1427213232,1303.85,4,16,2026,8
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-09,1230877605,1094.75,4,14,2026,9
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-10,1295375700,1117.83,4,14,2026,10
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-11,1749822152,1593.71,4,18,2026,11
PT Distributor Nusa Tenggara Timur 01,NUSA TENGGARA TIMUR,2026-12,1572504331,1391.8,4,14,2026,12
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-01,746472158,672.02,3,8,2026,1
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-02,904084608,789.02,3,10,2026,2
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-03,1210199696,1063.04,4,15,2026,3
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-04,648290249,563.33,4,9,2026,4
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-05,1392804663,1251.32,4,15,2026,5
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-06,490780687,429.25,3,7,2026,6
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-07,375221833,360.5,3,5,2026,7
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-08,1178645551,1025.8899999999999,4,13,2026,8
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-09,544877640,508.1,2,7,2026,9
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-10,804886227,710.02,4,12,2026,10
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-11,1172364119,1053.06,4,12,2026,11
PT Distributor Nusa Tenggara Timur 02,NUSA TENGGARA TIMUR,2026-12,1012699626,910.66,4,14,2026,12
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-01,1005315286,853.07,4,11,2026,1
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-02,1438801862,1340.53,4,16,2026,2
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-03,1084627120,905.83,4,12,2026,3
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-04,1201509561,1095.93,4,17,2026,4
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-05,953394684,833.51,4,12,2026,5
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-06,684154997,616.14,3,9,2026,6
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-07,1194761954,1104.63,4,15,2026,7
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-08,1379934803,1241.02,4,16,2026,8
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-09,1019725562,921.41,4,13,2026,9
